State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Punjab,Urban,Male,Secondary,68.2,65.4,4.1
Punjab,Urban,Male,Secondary & Above,74.6,68.9,7.6
Punjab,Urban,Person,All,50,46.5,7
Punjab,Urban,Person,Diploma/Certificate Course,66.6,53.8,19.3
Punjab,Urban,Person,Graduate,56.7,50.7,10.5
Punjab,Urban,Person,Higher Secondary,45,39.8,11.5
Punjab,Urban,Person,Literate & Upto Primary,54.9,52.9,3.6
Punjab,Urban,Person,Middle,48.7,46.5,4.5
Punjab,Urban,Person,Not Literate,44.9,44,2.1
Punjab,Urban,Person,Post Graduate & Above,66.7,56.1,15.9
Punjab,Urban,Person,Secondary,44.7,43,3.8
Punjab,Urban,Person,Secondary & Above,50.4,45.4,9.9
Punjab,Rural,Female,All,24.8,23.3,6.1
Punjab,Rural,Female,Diploma/Certificate Course,9.7,9.7,0
Punjab,Rural,Female,Graduate,28.8,18.8,34.6
Punjab,Rural,Female,Higher Secondary,17.9,13.7,23.5
Punjab,Rural,Female,Literate & Upto Primary,25.7,25.7,0
Punjab,Rural,Female,Middle,21.8,21.4,2.2
Punjab,Rural,Female,Not Literate,24.7,24.6,0.2
Punjab,Rural,Female,Post Graduate & Above,82.1,71.1,13.3
Punjab,Rural,Female,Secondary,16.1,16,0.3
Punjab,Rural,Female,Secondary & Above,25.7,21.9,14.8
Punjab,Rural,Male,All,76.6,70.9,7.4
Punjab,Rural,Male,Diploma/Certificate Course,80.7,62.2,22.9
Punjab,Rural,Male,Graduate,87.8,75.7,13.7
Punjab,Rural,Male,Higher Secondary,77.4,64.5,16.6
Punjab,Rural,Male,Literate & Upto Primary,84.6,80.6,4.7
Punjab,Rural,Male,Middle,71.3,67.4,5.5
Punjab,Rural,Male,Not Literate,73.2,72,1.7
Punjab,Rural,Male,Post Graduate & Above,74.2,57.8,22.2
Punjab,Rural,Male,Secondary,74.1,69.3,6.5
Punjab,Rural,Male,Secondary & Above,77.4,68.3,11.8
Punjab,Rural,Person,All,51.9,48.2,7.1
Punjab,Rural,Person,Diploma/Certificate Course,35.5,28.8,18.9
Punjab,Rural,Person,Graduate,66.2,54.9,17.1
Punjab,Rural,Person,Higher Secondary,51.7,42.5,17.6
Punjab,Rural,Person,Literate & Upto Primary,57.1,55,3.7
Punjab,Rural,Person,Middle,49.9,47.4,4.8
Punjab,Rural,Person,Not Literate,45.1,44.5,1.2
Punjab,Rural,Person,Post Graduate & Above,80.6,68.7,14.8
Punjab,Rural,Person,Secondary,52.7,49.6,5.8
Punjab,Rural,Person,Secondary & Above,55,48.2,12.4
Punjab,Total,Female,All,23.7,21.8,8
Punjab,Total,Female,Diploma/Certificate Course,11.5,11.3,2.4
Punjab,Total,Female,Graduate,31.7,25.4,19.9
Punjab,Total,Female,Higher Secondary,15.3,11.9,22.1
Punjab,Total,Female,Literate & Upto Primary,22.4,22.1,1.2
Punjab,Total,Female,Middle,18.8,18.4,2.4
Punjab,Total,Female,Not Literate,25,24.8,0.4
Punjab,Total,Female,Post Graduate & Above,68.9,56.5,17.9
Punjab,Total,Female,Secondary,13.4,13.1,2.2
Punjab,Total,Female,Secondary & Above,24.9,20.9,16
Punjab,Total,Male,All,77.2,71.7,7.1
Punjab,Total,Male,Diploma/Certificate Course,80.8,65.7,18.7
Punjab,Total,Male,Graduate,85.9,74.9,12.8
Punjab,Total,Male,Higher Secondary,75.1,64,14.8
Punjab,Total,Male,Literate & Upto Primary,85.5,82,4.1
Punjab,Total,Male,Middle,73.2,69.7,4.9
Punjab,Total,Male,Not Literate,74.5,73.2,1.8
Punjab,Total,Male,Post Graduate & Above,85.7,78.8,8
Punjab,Total,Male,Secondary,72.3,68.2,5.6
Punjab,Total,Male,Secondary & Above,76.8,68.7,10.6
Punjab,Total,Person,All,51.6,47.8,7.3
Punjab,Total,Person,Diploma/Certificate Course,43.9,36.7,16.4
Punjab,Total,Person,Graduate,61.8,52.9,14.5
Punjab,Total,Person,Higher Secondary,48.9,41.2,15.8
Punjab,Total,Person,Literate & Upto Primary,55.9,53.9,3.5
Punjab,Total,Person,Middle,50.4,48.2,4.5
Punjab,Total,Person,Not Literate,45.3,44.7,1.4
Punjab,Total,Person,Post Graduate & Above,74.4,63.9,14.1
Punjab,Total,Person,Secondary,48.9,46.3,5.3
Punjab,Total,Person,Secondary & Above,53.5,47.2,11.7
Punjab,Urban,Female,All,21.9,19.4,11.7
Punjab,Urban,Female,Diploma/Certificate Course,25.3,22.9,9.4
Punjab,Urban,Female,Graduate,33.2,28.6,13.7
Punjab,Urban,Female,Higher Secondary,11.9,9.6,19.6
Punjab,Urban,Female,Literate & Upto Primary,16,15.3,4.7
Punjab,Urban,Female,Middle,12.4,11.9,3.3
Punjab,Urban,Female,Not Literate,25.9,25.6,1.2
Punjab,Urban,Female,Post Graduate & Above,56.8,43.1,24
Punjab,Urban,Female,Secondary,9.6,9,6.7
Punjab,Urban,Female,Secondary & Above,24,19.8,17.4
Punjab,Urban,Male,All,78.1,73,6.5
Punjab,Urban,Male,Diploma/Certificate Course,81,70.4,13.1
Punjab,Urban,Male,Graduate,84.4,74.2,12.1
Punjab,Urban,Male,Higher Secondary,72.1,63.2,12.3
Punjab,Urban,Male,Literate & Upto Primary,87.3,84.7,3
Punjab,Urban,Male,Middle,76.7,73.7,3.9
Punjab,Urban,Male,Not Literate,79.1,77.4,2.2
Punjab,Urban,Male,Post Graduate & Above,88.8,84.5,4.8
Punjab,Urban,Male,Secondary,68.8,66.2,3.8
Punjab,Urban,Male,Secondary & Above,76,69.2,9
Punjab,Urban,Person,All,51.1,47.2,7.5
Punjab,Urban,Person,Diploma/Certificate Course,67.8,59.1,12.8
Punjab,Urban,Person,Graduate,58.9,51.5,12.5
Punjab,Urban,Person,Higher Secondary,45.3,39.4,13.1
Punjab,Urban,Person,Literate & Upto Primary,53.5,51.8,3.2
Punjab,Urban,Person,Middle,51.6,49.6,3.8
Punjab,Urban,Person,Not Literate,46.2,45.4,1.9
Punjab,Urban,Person,Post Graduate & Above,70.5,60.8,13.7
Punjab,Urban,Person,Secondary,42.2,40.5,4.1
Punjab,Urban,Person,Secondary & Above,51.6,46,10.8
Chandigarh,Rural,Female,All,23,20.9,9.4
Chandigarh,Rural,Female,Diploma/Certificate Course,0,0,0
Chandigarh,Rural,Female,Graduate,27.1,27.1,0
Chandigarh,Rural,Female,Higher Secondary,25.5,25.5,0
Chandigarh,Rural,Female,Literate & Upto Primary,32.5,32.5,0
Chandigarh,Rural,Female,Middle,32.4,21.6,33.3
Chandigarh,Rural,Female,Not Literate,26.4,26.4,0
Chandigarh,Rural,Female,Post Graduate & Above,100,0,100
Chandigarh,Rural,Female,Secondary,0,0,0
Chandigarh,Rural,Female,Secondary & Above,7.4,7,6.3
Chandigarh,Rural,Male,All,81.5,81.5,0
Chandigarh,Rural,Male,Diploma/Certificate Course,100,100,0
Chandigarh,Rural,Male,Graduate,100,100,0
Chandigarh,Rural,Male,Higher Secondary,53.6,53.6,0
Chandigarh,Rural,Male,Literate & Upto Primary,100,100,0
Chandigarh,Rural,Male,Middle,78.9,78.9,0
Chandigarh,Rural,Male,Not Literate,100,100,0
Chandigarh,Rural,Male,Post Graduate & Above,100,100,0
Chandigarh,Rural,Male,Secondary,72.7,72.7,0
Chandigarh,Rural,Male,Secondary & Above,71,71,0
Chandigarh,Rural,Person,All,56.8,55.9,1.6
Chandigarh,Rural,Person,Diploma/Certificate Course,35,35,0
Chandigarh,Rural,Person,Graduate,61,61,0
Chandigarh,Rural,Person,Higher Secondary,48.7,48.7,0
Chandigarh,Rural,Person,Literate & Upto Primary,65,65,0
Chandigarh,Rural,Person,Middle,64.1,60.6,5.4
Chandigarh,Rural,Person,Not Literate,53.9,53.9,0
Chandigarh,Rural,Person,Post Graduate & Above,100,94.9,5.1
Chandigarh,Rural,Person,Secondary,43.1,43.1,0
Chandigarh,Rural,Person,Secondary & Above,48,47.8,0.4
Chandigarh,Total,Female,All,24.7,22.3,9.7
Chandigarh,Total,Female,Diploma/Certificate Course,86.8,86.8,0
Chandigarh,Total,Female,Graduate,32.9,28.6,13
Chandigarh,Total,Female,Higher Secondary,19.4,19.4,0
Chandigarh,Total,Female,Literate & Upto Primary,16.8,13.9,17
Chandigarh,Total,Female,Middle,4.1,3.3,18.4
Chandigarh,Total,Female,Not Literate,22.7,21.6,4.6
Chandigarh,Total,Female,Post Graduate & Above,55.8,52.8,5.4
Chandigarh,Total,Female,Secondary,7.8,3.7,52.7
Chandigarh,Total,Female,Secondary & Above,29.6,26.7,9.9
Chandigarh,Total,Male,All,74.4,69.5,6.6
Chandigarh,Total,Male,Diploma/Certificate Course,100,80.9,19.1
Chandigarh,Total,Male,Graduate,79.5,67.5,15.1
Chandigarh,Total,Male,Higher Secondary,61,60,1.6
Chandigarh,Total,Male,Literate & Upto Primary,94.8,93.4,1.4
Chandigarh,Total,Male,Middle,70.2,66,6
Chandigarh,Total,Male,Not Literate,72.2,72.2,0
Chandigarh,Total,Male,Post Graduate & Above,93.8,89.9,4.2
Chandigarh,Total,Male,Secondary,63.2,62.3,1.5
Chandigarh,Total,Male,Secondary & Above,72.9,66.9,8.1
Chandigarh,Total,Person,All,51.1,47.3,7.3
Chandigarh,Total,Person,Diploma/Certificate Course,98.3,81.7,16.9
Chandigarh,Total,Person,Graduate,58.7,50.2,14.6
Chandigarh,Total,Person,Higher Secondary,42.2,41.7,1.3
Chandigarh,Total,Person,Literate & Upto Primary,56,53.9,3.7
Chandigarh,Total,Person,Middle,45.5,42.6,6.4
Chandigarh,Total,Person,Not Literate,36.6,35.8,2
Chandigarh,Total,Person,Post Graduate & Above,70.2,66.8,4.8
Chandigarh,Total,Person,Secondary,43.2,41.1,4.8
Chandigarh,Total,Person,Secondary & Above,53.7,49.1,8.5
Chandigarh,Urban,Female,All,24.8,22.4,9.7
Chandigarh,Urban,Female,Diploma/Certificate Course,93.8,93.8,0
Chandigarh,Urban,Female,Graduate,33,28.7,13.1
Chandigarh,Urban,Female,Higher Secondary,19.4,19.4,0
Chandigarh,Urban,Female,Literate & Upto Primary,14.9,11.7,21.4
Chandigarh,Urban,Female,Middle,2,2,0
Chandigarh,Urban,Female,Not Literate,22.5,21.4,4.8
Chandigarh,Urban,Female,Post Graduate & Above,55.8,52.9,5.3
Chandigarh,Urban,Female,Secondary,8.3,3.9,52.7
Chandigarh,Urban,Female,Secondary & Above,30,27,9.9
Chandigarh,Urban,Male,All,74.1,69,6.9
Chandigarh,Urban,Male,Diploma/Certificate Course,100,80.8,19.2
Chandigarh,Urban,Male,Graduate,79.4,67.3,15.2
Chandigarh,Urban,Male,Higher Secondary,61.2,60.2,1.6
Chandigarh,Urban,Male,Literate & Upto Primary,94.2,92.7,1.5
Chandigarh,Urban,Male,Middle,69.3,64.8,6.6
Chandigarh,Urban,Male,Not Literate,70.5,70.5,0
Chandigarh,Urban,Male,Post Graduate & Above,93.8,89.8,4.2
Chandigarh,Urban,Male,Secondary,62.7,61.7,1.6
Chandigarh,Urban,Male,Secondary & Above,72.9,66.8,8.3
Chandigarh,Urban,Person,All,50.8,47,7.6
Chandigarh,Urban,Person,Diploma/Certificate Course,99.2,82.4,16.9
Chandigarh,Urban,Person,Graduate,58.7,50.1,14.7
Chandigarh,Urban,Person,Higher Secondary,42.1,41.5,1.3
Chandigarh,Urban,Person,Literate & Upto Primary,55,52.7,4.2
Chandigarh,Urban,Person,Middle,43.8,40.9,6.5
Chandigarh,Urban,Person,Not Literate,35.8,35,2.2
Chandigarh,Urban,Person,Post Graduate & Above,70,66.7,4.8
Chandigarh,Urban,Person,Secondary,43.2,41,5.1
Chandigarh,Urban,Person,Secondary & Above,53.8,49.1,8.7
Chandigarh,Rural,Female,All,33.4,20.9,37.4
Chandigarh,Rural,Female,Diploma/Certificate Course,0,0,0
Chandigarh,Rural,Female,Graduate,0,0,0
Chandigarh,Rural,Female,Higher Secondary,16.4,16.4,0
Chandigarh,Rural,Female,Literate & Upto Primary,69.8,27,61.4
Chandigarh,Rural,Female,Middle,15.3,0,100
Chandigarh,Rural,Female,Not Literate,54.1,54.1,0
Chandigarh,Rural,Female,Post Graduate & Above,1.1,1.1,0
Chandigarh,Rural,Female,Secondary,10.4,10.4,0
Chandigarh,Rural,Female,Secondary & Above,9.3,9.3,0
Chandigarh,Rural,Male,All,87.6,84.9,3.1
Chandigarh,Rural,Male,Diploma/Certificate Course,0,0,0
Chandigarh,Rural,Male,Graduate,100,100,0
Chandigarh,Rural,Male,Higher Secondary,92.5,92.5,0
Chandigarh,Rural,Male,Literate & Upto Primary,98.6,97.5,1.1
Chandigarh,Rural,Male,Middle,96.3,90,6.6
Chandigarh,Rural,Male,Not Literate,52.7,52.7,0
Chandigarh,Rural,Male,Post Graduate & Above,100,100,0
Chandigarh,Rural,Male,Secondary,41.5,31.6,23.8
Chandigarh,Rural,Male,Secondary & Above,79.4,76.3,3.9
Chandigarh,Rural,Person,All,66.2,59.6,9.9
Chandigarh,Rural,Person,Diploma/Certificate Course,0,0,0
Chandigarh,Rural,Person,Graduate,85.6,85.6,0
Chandigarh,Rural,Person,Higher Secondary,54.3,54.3,0
Chandigarh,Rural,Person,Literate & Upto Primary,89.3,74.8,16.2
Chandigarh,Rural,Person,Middle,69.9,60.6,13.3
Chandigarh,Rural,Person,Not Literate,53.8,53.8,0
Chandigarh,Rural,Person,Post Graduate & Above,42,42,0
Chandigarh,Rural,Person,Secondary,37.7,29,22.9
Chandigarh,Rural,Person,Secondary & Above,52.3,50.4,3.6
Chandigarh,Total,Female,All,20.4,18.8,7.6
Chandigarh,Total,Female,Diploma/Certificate Course,100,100,0
Chandigarh,Total,Female,Graduate,30.1,30.1,0
Chandigarh,Total,Female,Higher Secondary,16.6,13.8,16.9
Chandigarh,Total,Female,Literate & Upto Primary,24,20.2,15.7
Chandigarh,Total,Female,Middle,7.9,7.5,5.4
Chandigarh,Total,Female,Not Literate,25.6,25.6,0
Chandigarh,Total,Female,Post Graduate & Above,28.3,24,15.2
Chandigarh,Total,Female,Secondary,6.8,5.8,15.2
Chandigarh,Total,Female,Secondary & Above,20.8,18.9,9
Chandigarh,Total,Male,All,77.3,72.7,6
Chandigarh,Total,Male,Diploma/Certificate Course,100,100,0
Chandigarh,Total,Male,Graduate,80.9,77.6,4
Chandigarh,Total,Male,Higher Secondary,62.1,56.7,8.8
Chandigarh,Total,Male,Literate & Upto Primary,86.8,83.7,3.6
Chandigarh,Total,Male,Middle,78,73.6,5.7
Chandigarh,Total,Male,Not Literate,90.5,84.6,6.5
Chandigarh,Total,Male,Post Graduate & Above,72.1,68.5,5
Chandigarh,Total,Male,Secondary,79.1,72.4,8.4
Chandigarh,Total,Male,Secondary & Above,73.9,69.2,6.4
Chandigarh,Total,Person,All,48.5,45.5,6.3
Chandigarh,Total,Person,Diploma/Certificate Course,100,100,0
Chandigarh,Total,Person,Graduate,56.4,54.7,3
Chandigarh,Total,Person,Higher Secondary,39.8,35.6,10.5
Chandigarh,Total,Person,Literate & Upto Primary,55.3,51.9,6.2
Chandigarh,Total,Person,Middle,49.4,46.7,5.6
Chandigarh,Total,Person,Not Literate,47.1,45.2,4.1
Chandigarh,Total,Person,Post Graduate & Above,48.3,44.3,8.2
Chandigarh,Total,Person,Secondary,43.6,39.7,8.9
Chandigarh,Total,Person,Secondary & Above,47.6,44.3,6.9
Chandigarh,Urban,Female,All,20,18.8,6
Chandigarh,Urban,Female,Diploma/Certificate Course,100,100,0
Chandigarh,Urban,Female,Graduate,30.3,30.3,0
Chandigarh,Urban,Female,Higher Secondary,16.6,13.7,17.6
Chandigarh,Urban,Female,Literate & Upto Primary,19.6,19.6,0
Chandigarh,Urban,Female,Middle,7.7,7.7,0
Chandigarh,Urban,Female,Not Literate,24.6,24.6,0
Chandigarh,Urban,Female,Post Graduate & Above,29.7,25.2,15.3
Chandigarh,Urban,Female,Secondary,6.8,5.7,15.3
Chandigarh,Urban,Female,Secondary & Above,21,19.1,9.1
Chandigarh,Urban,Male,All,76.7,72,6.1
Chandigarh,Urban,Male,Diploma/Certificate Course,100,100,0
Chandigarh,Urban,Male,Graduate,80.3,77,4.1
Chandigarh,Urban,Male,Higher Secondary,60.8,55.1,9.4
Chandigarh,Urban,Male,Literate & Upto Primary,84.1,80.5,4.2
Chandigarh,Urban,Male,Middle,77.3,73,5.6
Chandigarh,Urban,Male,Not Literate,91.2,85.2,6.6
Chandigarh,Urban,Male,Post Graduate & Above,70.9,67.1,5.3
Chandigarh,Urban,Male,Secondary,81,74.5,8
Chandigarh,Urban,Male,Secondary & Above,73.7,69,6.5
Chandigarh,Urban,Person,All,47.8,44.8,6.1
Chandigarh,Urban,Person,Diploma/Certificate Course,100,100,0
Chandigarh,Urban,Person,Graduate,55.9,54.2,3
Chandigarh,Urban,Person,Higher Secondary,39.1,34.8,11.1
Chandigarh,Urban,Person,Literate & Upto Primary,49.9,48.2,3.3
Chandigarh,Urban,Person,Middle,48.7,46.2,5.3
Chandigarh,Urban,Person,Not Literate,46.9,44.9,4.3
Chandigarh,Urban,Person,Post Graduate & Above,48.6,44.4,8.6
Chandigarh,Urban,Person,Secondary,43.7,40,8.5
Chandigarh,Urban,Person,Secondary & Above,47.4,44.1,7.1
Uttarakhand,Rural,Female,All,20.8,18.1,13.3
Uttarakhand,Rural,Female,Diploma/Certificate Course,5.4,5.4,0
Uttarakhand,Rural,Female,Graduate,40.8,24.6,39.8
Uttarakhand,Rural,Female,Higher Secondary,15.9,11.7,26.6
Uttarakhand,Rural,Female,Literate & Upto Primary,18.9,18.9,0.3
Uttarakhand,Rural,Female,Middle,17,14.3,16.2
Uttarakhand,Rural,Female,Not Literate,21.2,21.1,0.2
Uttarakhand,Rural,Female,Post Graduate & Above,54.2,29.1,46.2
Uttarakhand,Rural,Female,Secondary,17.4,16.5,5.2
Uttarakhand,Rural,Female,Secondary & Above,23.5,16.7,28.7
Uttarakhand,Rural,Male,All,71.3,67.6,5.2
Uttarakhand,Rural,Male,Diploma/Certificate Course,71.4,64.1,10.2
Uttarakhand,Rural,Male,Graduate,86.2,74.9,13.1
Uttarakhand,Rural,Male,Higher Secondary,65.1,61.1,6
Uttarakhand,Rural,Male,Literate & Upto Primary,86.4,84.1,2.6
Uttarakhand,Rural,Male,Middle,75.9,73.6,3
Uttarakhand,Rural,Male,Not Literate,74.4,72.6,2.4
Uttarakhand,Rural,Male,Post Graduate & Above,99.5,77.8,21.8
Uttarakhand,Rural,Male,Secondary,50.6,48.6,3.8
Uttarakhand,Rural,Male,Secondary & Above,64.7,59.4,8.1
Uttarakhand,Rural,Person,All,45.4,42.1,7.1
Uttarakhand,Rural,Person,Diploma/Certificate Course,54.3,48.9,9.9
Uttarakhand,Rural,Person,Graduate,65.6,52,20.6
Uttarakhand,Rural,Person,Higher Secondary,42.9,38.8,9.5
Uttarakhand,Rural,Person,Literate & Upto Primary,45.1,44.2,2
Uttarakhand,Rural,Person,Middle,51.4,48.9,4.8
Uttarakhand,Rural,Person,Not Literate,35.8,35.3,1.4
Uttarakhand,Rural,Person,Post Graduate & Above,77.9,54.6,29.9
Uttarakhand,Rural,Person,Secondary,38.6,37.1,4
Uttarakhand,Rural,Person,Secondary & Above,47.5,41.7,12.4
Uttarakhand,Total,Female,All,19.4,16.2,16.8
Uttarakhand,Total,Female,Diploma/Certificate Course,4.2,4.2,0
Uttarakhand,Total,Female,Graduate,36.4,20.9,42.5
Uttarakhand,Total,Female,Higher Secondary,14.1,10.5,26.1
Uttarakhand,Total,Female,Literate & Upto Primary,17.5,16.9,3.3
Uttarakhand,Total,Female,Middle,14.7,12.2,17.4
Uttarakhand,Total,Female,Not Literate,18.2,18.1,0.4
Uttarakhand,Total,Female,Post Graduate & Above,53.1,34.7,34.7
Uttarakhand,Total,Female,Secondary,14.5,13.7,5.4
Uttarakhand,Total,Female,Secondary & Above,23.3,16.2,30.6
Uttarakhand,Total,Male,All,71.7,66.9,6.7
Uttarakhand,Total,Male,Diploma/Certificate Course,70.4,57,18.9
Uttarakhand,Total,Male,Graduate,84.9,73.3,13.6
Uttarakhand,Total,Male,Higher Secondary,62.5,58.9,5.7
Uttarakhand,Total,Male,Literate & Upto Primary,87,82.8,4.7
Uttarakhand,Total,Male,Middle,76,72.6,4.4
Uttarakhand,Total,Male,Not Literate,76.2,73.7,3.2
Uttarakhand,Total,Male,Post Graduate & Above,97.3,80.3,17.4
Uttarakhand,Total,Male,Secondary,50.4,48.1,4.5
Uttarakhand,Total,Male,Secondary & Above,65.7,59.7,9.2
Uttarakhand,Total,Person,All,45.4,41.4,8.9
Uttarakhand,Total,Person,Diploma/Certificate Course,58,47.2,18.7
Uttarakhand,Total,Person,Graduate,62.3,48.9,21.5
Uttarakhand,Total,Person,Higher Secondary,41.5,37.9,8.7
Uttarakhand,Total,Person,Literate & Upto Primary,46.5,44.5,4.4
Uttarakhand,Total,Person,Middle,50,47,6
Uttarakhand,Total,Person,Not Literate,34.7,33.9,2.2
Uttarakhand,Total,Person,Post Graduate & Above,76.5,58.9,23.1
Uttarakhand,Total,Person,Secondary,37.1,35.3,4.6
Uttarakhand,Total,Person,Secondary & Above,48,41.5,13.6
Uttarakhand,Urban,Female,All,15.5,10.8,30.2
Uttarakhand,Urban,Female,Diploma/Certificate Course,0,0,0
Uttarakhand,Urban,Female,Graduate,31.3,16.6,46.8
Uttarakhand,Urban,Female,Higher Secondary,9.3,7.1,23.7
Uttarakhand,Urban,Female,Literate & Upto Primary,12,9.5,21.4
Uttarakhand,Urban,Female,Middle,6.8,4.9,28.3
Uttarakhand,Urban,Female,Not Literate,5.7,5.4,4.4
Uttarakhand,Urban,Female,Post Graduate & Above,52.5,37.9,27.7
Uttarakhand,Urban,Female,Secondary,7.5,7,6.6
Uttarakhand,Urban,Female,Secondary & Above,22.9,15.1,34.1
Uttarakhand,Urban,Male,All,72.7,65.3,10.2
Uttarakhand,Urban,Male,Diploma/Certificate Course,69.3,49.4,28.7
Uttarakhand,Urban,Male,Graduate,83.2,71.2,14.4
Uttarakhand,Urban,Male,Higher Secondary,56.9,54.1,4.8
Uttarakhand,Urban,Male,Literate & Upto Primary,88.3,79.8,9.6
Uttarakhand,Urban,Male,Middle,76.2,68.8,9.7
Uttarakhand,Urban,Male,Not Literate,82,77.2,5.8
Uttarakhand,Urban,Male,Post Graduate & Above,96.1,81.7,14.9
Uttarakhand,Urban,Male,Secondary,49.9,46.7,6.5
Uttarakhand,Urban,Male,Secondary & Above,67.8,60.2,11.2
Uttarakhand,Urban,Person,All,45.6,39.5,13.4
Uttarakhand,Urban,Person,Diploma/Certificate Course,62.9,44.8,28.7
Uttarakhand,Urban,Person,Graduate,58.2,45,22.8
Uttarakhand,Urban,Person,Higher Secondary,38.1,35.6,6.6
Uttarakhand,Urban,Person,Literate & Upto Primary,50.9,45.3,11
Uttarakhand,Urban,Person,Middle,45,40.1,10.9
Uttarakhand,Urban,Person,Not Literate,30.2,28.5,5.6
Uttarakhand,Urban,Person,Post Graduate & Above,75.8,61.3,19.1
Uttarakhand,Urban,Person,Secondary,32.7,30.6,6.5
Uttarakhand,Urban,Person,Secondary & Above,48.8,41.1,15.8
Uttarakhand,Rural,Female,All,37.3,35.8,3.9
Uttarakhand,Rural,Female,Diploma/Certificate Course,100,0,100
Uttarakhand,Rural,Female,Graduate,45.2,28.5,37.1
Uttarakhand,Rural,Female,Higher Secondary,30.8,28.3,8
Uttarakhand,Rural,Female,Literate & Upto Primary,44,44,0
Uttarakhand,Rural,Female,Middle,34.3,34.2,0.4
Uttarakhand,Rural,Female,Not Literate,37.9,37.9,0
Uttarakhand,Rural,Female,Post Graduate & Above,36.1,35.4,1.9
Uttarakhand,Rural,Female,Secondary,34.3,34.3,0
Uttarakhand,Rural,Female,Secondary & Above,35.3,31,12.2
Uttarakhand,Rural,Male,All,74.6,68.7,7.9
Uttarakhand,Rural,Male,Diploma/Certificate Course,88.6,77.3,12.7
Uttarakhand,Rural,Male,Graduate,72.5,59.1,18.4
Uttarakhand,Rural,Male,Higher Secondary,73.7,60.7,17.6
Uttarakhand,Rural,Male,Literate & Upto Primary,85.4,80.7,5.5
Uttarakhand,Rural,Male,Middle,68.6,65.8,4
Uttarakhand,Rural,Male,Not Literate,81.6,81,0.8
Uttarakhand,Rural,Male,Post Graduate & Above,86.7,82.5,4.8
Uttarakhand,Rural,Male,Secondary,68.1,64.2,5.8
Uttarakhand,Rural,Male,Secondary & Above,72.4,63.2,12.7
Uttarakhand,Rural,Person,All,56.1,52.4,6.5
Uttarakhand,Rural,Person,Diploma/Certificate Course,88.9,75.4,15.2
Uttarakhand,Rural,Person,Graduate,61.2,46.4,24.1
Uttarakhand,Rural,Person,Higher Secondary,56.2,47.5,15.4
Uttarakhand,Rural,Person,Literate & Upto Primary,64.3,62,3.6
Uttarakhand,Rural,Person,Middle,53.9,52.3,3
Uttarakhand,Rural,Person,Not Literate,50.7,50.5,0.4
Uttarakhand,Rural,Person,Post Graduate & Above,57.4,55.2,3.8
Uttarakhand,Rural,Person,Secondary,55.9,53.4,4.5
Uttarakhand,Rural,Person,Secondary & Above,57.5,50.3,12.6
Uttarakhand,Total,Female,All,31.8,30.1,5.6
Uttarakhand,Total,Female,Diploma/Certificate Course,100,0,100
Uttarakhand,Total,Female,Graduate,38,26.6,30.1
Uttarakhand,Total,Female,Higher Secondary,25.8,23.2,9.9
Uttarakhand,Total,Female,Literate & Upto Primary,38.9,38.7,0.5
Uttarakhand,Total,Female,Middle,29.7,29.3,1.5
Uttarakhand,Total,Female,Not Literate,32.4,32.4,0.1
Uttarakhand,Total,Female,Post Graduate & Above,32.8,29.3,10.7
Uttarakhand,Total,Female,Secondary,26.7,26.2,1.9
Uttarakhand,Total,Female,Secondary & Above,29.9,25.6,14.4
Uttarakhand,Total,Male,All,74.6,68.8,7.8
Uttarakhand,Total,Male,Diploma/Certificate Course,85.4,70,18
Uttarakhand,Total,Male,Graduate,77.2,62.7,18.8
Uttarakhand,Total,Male,Higher Secondary,72.1,61.4,14.9
Uttarakhand,Total,Male,Literate & Upto Primary,83.7,79.7,4.8
Uttarakhand,Total,Male,Middle,68.2,65.4,4.1
Uttarakhand,Total,Male,Not Literate,80.8,80.3,0.6
Uttarakhand,Total,Male,Post Graduate & Above,87.4,81.1,7.2
Uttarakhand,Total,Male,Secondary,67.7,64.3,5.1
Uttarakhand,Total,Male,Secondary & Above,73.5,64.7,12
Uttarakhand,Total,Person,All,53.4,49.5,7.1
Uttarakhand,Total,Person,Diploma/Certificate Course,86,67.1,22
Uttarakhand,Total,Person,Graduate,60,46.8,21.9
Uttarakhand,Total,Person,Higher Secondary,52.1,44.9,13.8
Uttarakhand,Total,Person,Literate & Upto Primary,60.9,58.8,3.4
Uttarakhand,Total,Person,Middle,51.5,49.7,3.5
Uttarakhand,Total,Person,Not Literate,47.1,46.9,0.4
Uttarakhand,Total,Person,Post Graduate & Above,58.6,53.8,8.3
Uttarakhand,Total,Person,Secondary,51.9,49.6,4.5
Uttarakhand,Total,Person,Secondary & Above,55,48.1,12.6
