State,Residence_Type,Gender,Age group,Attendance ratio
Tamil Nadu,Rural,Female,3-5 years,46.6
Tamil Nadu,Rural,Female,5-29 years,54.3
Tamil Nadu,Rural,Female,6-10 years,99.4
Tamil Nadu,Rural,Male,11-13 years,98.8
Tamil Nadu,Rural,Male,14-17 years,86
Tamil Nadu,Rural,Male,18-23 years,34.3
Tamil Nadu,Rural,Male,24-29 years,0.9
Tamil Nadu,Rural,Male,30-35 years,0
Tamil Nadu,Rural,Male,3-35 years,44.8
Tamil Nadu,Rural,Male,3-5 years,44.1
Tamil Nadu,Rural,Male,5-29 years,54.9
Tamil Nadu,Rural,Male,6-10 years,99.5
Tamil Nadu,Rural,Person,11-13 years,99.1
Tamil Nadu,Rural,Person,14-17 years,88.5
Tamil Nadu,Rural,Person,18-23 years,31.6
Tamil Nadu,Rural,Person,24-29 years,0.7
Tamil Nadu,Rural,Person,30-35 years,0
Tamil Nadu,Rural,Person,3-35 years,45.1
Tamil Nadu,Rural,Person,3-5 years,45.5
Tamil Nadu,Rural,Person,5-29 years,54.6
Tamil Nadu,Rural,Person,6-10 years,99.5
Tamil Nadu,Total,Female,11-13 years,99.7
Tamil Nadu,Total,Female,14-17 years,91.6
Tamil Nadu,Total,Female,18-23 years,29.9
Tamil Nadu,Total,Female,24-29 years,0.8
Tamil Nadu,Total,Female,30-35 years,0
Tamil Nadu,Total,Female,3-35 years,43.3
Tamil Nadu,Total,Female,3-5 years,54.3
Tamil Nadu,Total,Female,5-29 years,51.9
Tamil Nadu,Total,Female,6-10 years,99.6
Tamil Nadu,Total,Male,11-13 years,99.3
Tamil Nadu,Total,Male,14-17 years,88.2
Tamil Nadu,Total,Male,18-23 years,40.6
Tamil Nadu,Total,Male,24-29 years,1.1
Tamil Nadu,Total,Male,30-35 years,0
Tamil Nadu,Total,Male,3-35 years,46.8
Tamil Nadu,Total,Male,3-5 years,53.5
Tamil Nadu,Total,Male,5-29 years,56.9
Tamil Nadu,Total,Male,6-10 years,99.5
Tamil Nadu,Total,Person,11-13 years,99.5
Tamil Nadu,Total,Person,14-17 years,89.8
Tamil Nadu,Total,Person,18-23 years,35
Tamil Nadu,Total,Person,24-29 years,0.9
Tamil Nadu,Total,Person,30-35 years,0
Tamil Nadu,Total,Person,3-35 years,45.1
Tamil Nadu,Total,Person,3-5 years,53.9
Tamil Nadu,Total,Person,5-29 years,54.4
Tamil Nadu,Total,Person,6-10 years,99.6
Tamil Nadu,Urban,Female,11-13 years,100
Tamil Nadu,Urban,Female,14-17 years,91.6
Tamil Nadu,Urban,Female,18-23 years,30.8
Tamil Nadu,Urban,Female,24-29 years,1
Tamil Nadu,Urban,Female,30-35 years,0
Tamil Nadu,Urban,Female,3-35 years,40.9
Tamil Nadu,Urban,Female,3-5 years,65.2
Tamil Nadu,Urban,Female,5-29 years,49.1
Tamil Nadu,Urban,Female,6-10 years,100
Tamil Nadu,Urban,Male,11-13 years,100
Tamil Nadu,Urban,Male,14-17 years,91.3
Tamil Nadu,Urban,Male,18-23 years,48
Tamil Nadu,Urban,Male,24-29 years,1.3
Tamil Nadu,Urban,Male,30-35 years,0
Tamil Nadu,Urban,Male,3-35 years,49.2
Tamil Nadu,Urban,Male,3-5 years,63.3
Tamil Nadu,Urban,Male,5-29 years,59.3
Tamil Nadu,Urban,Male,6-10 years,99.5
Tamil Nadu,Urban,Person,11-13 years,100
Tamil Nadu,Urban,Person,14-17 years,91.4
Tamil Nadu,Urban,Person,18-23 years,38.2
Tamil Nadu,Urban,Person,24-29 years,1.1
Tamil Nadu,Urban,Person,30-35 years,0
Tamil Nadu,Urban,Person,3-35 years,45.1
Tamil Nadu,Urban,Person,3-5 years,64.2
Tamil Nadu,Urban,Person,5-29 years,54.3
Tamil Nadu,Urban,Person,6-10 years,99.7
Puducherry,Rural,Female,11-13 years,75.6
Puducherry,Rural,Female,14-17 years,93.9
Puducherry,Rural,Female,18-23 years,24.3
Puducherry,Rural,Female,24-29 years,0
Puducherry,Rural,Female,30-35 years,0
Puducherry,Rural,Female,3-35 years,46.7
Puducherry,Rural,Female,3-5 years,28.7
Puducherry,Rural,Female,5-29 years,61.5
Puducherry,Rural,Female,6-10 years,100
Puducherry,Rural,Male,11-13 years,99.8
Puducherry,Rural,Male,14-17 years,99.9
Puducherry,Rural,Male,18-23 years,22.7
Puducherry,Rural,Male,24-29 years,1.6
Puducherry,Rural,Male,30-35 years,0
Puducherry,Rural,Male,3-35 years,47
Puducherry,Rural,Male,3-5 years,11.6
Puducherry,Rural,Male,5-29 years,58.4
Puducherry,Rural,Male,6-10 years,100
Puducherry,Rural,Person,11-13 years,91.1
Puducherry,Rural,Person,14-17 years,95.4
Puducherry,Rural,Person,18-23 years,23.6
Puducherry,Rural,Person,24-29 years,1
Puducherry,Rural,Person,30-35 years,0
Puducherry,Rural,Person,3-35 years,46.9
Puducherry,Rural,Person,3-5 years,23.5
Puducherry,Rural,Person,5-29 years,60
Puducherry,Rural,Person,6-10 years,100
Puducherry,Total,Female,11-13 years,88.9
Puducherry,Total,Female,14-17 years,94.1
Puducherry,Total,Female,18-23 years,39
Puducherry,Total,Female,24-29 years,1.1
Puducherry,Total,Female,30-35 years,0
Puducherry,Total,Female,3-35 years,45.3
Puducherry,Total,Female,3-5 years,48.7
Puducherry,Total,Female,5-29 years,59.1
Puducherry,Total,Female,6-10 years,100
Puducherry,Total,Male,11-13 years,99.9
Puducherry,Total,Male,14-17 years,87
Puducherry,Total,Male,18-23 years,36.8
Puducherry,Total,Male,24-29 years,1.6
Puducherry,Total,Male,30-35 years,0
Puducherry,Total,Male,3-35 years,48.8
Puducherry,Total,Male,3-5 years,58.3
Puducherry,Total,Male,5-29 years,59.5
Puducherry,Total,Male,6-10 years,100
Puducherry,Total,Person,11-13 years,96
Puducherry,Total,Person,14-17 years,91.2
Puducherry,Total,Person,18-23 years,37.9
Puducherry,Total,Person,24-29 years,1.4
Puducherry,Total,Person,30-35 years,0
Puducherry,Total,Person,3-35 years,47.1
Puducherry,Total,Person,3-5 years,53.6
Puducherry,Total,Person,5-29 years,59.3
Puducherry,Total,Person,6-10 years,100
Puducherry,Urban,Female,11-13 years,100
Puducherry,Urban,Female,14-17 years,94.5
Puducherry,Urban,Female,18-23 years,53.1
Puducherry,Urban,Female,24-29 years,1.4
Puducherry,Urban,Female,30-35 years,0
Puducherry,Urban,Female,3-35 years,44.2
Puducherry,Urban,Female,3-5 years,70.8
Puducherry,Urban,Female,5-29 years,57.2
Puducherry,Urban,Female,6-10 years,100
Puducherry,Urban,Male,11-13 years,100
Puducherry,Urban,Male,14-17 years,81.6
Puducherry,Urban,Male,18-23 years,44
Puducherry,Urban,Male,24-29 years,1.6
Puducherry,Urban,Male,30-35 years,0
Puducherry,Urban,Male,3-35 years,49.7
Puducherry,Urban,Male,3-5 years,71
Puducherry,Urban,Male,5-29 years,60
Puducherry,Urban,Male,6-10 years,100
Puducherry,Urban,Person,11-13 years,100
Puducherry,Urban,Person,14-17 years,87.5
Puducherry,Urban,Person,18-23 years,47.9
Puducherry,Urban,Person,24-29 years,1.5
Puducherry,Urban,Person,30-35 years,0
Puducherry,Urban,Person,3-35 years,47.2
Puducherry,Urban,Person,3-5 years,70.9
Puducherry,Urban,Person,5-29 years,58.8
Puducherry,Urban,Person,6-10 years,100
Andaman,Rural,Female,11-13 years,100
Andaman,Rural,Female,14-17 years,95.6
Andaman,Rural,Female,18-23 years,27.6
Andaman,Rural,Female,24-29 years,0.1
Andaman,Rural,Female,30-35 years,0
Andaman,Rural,Female,3-35 years,47.6
Andaman,Rural,Female,3-5 years,88.1
Andaman,Rural,Female,5-29 years,54.4
Andaman,Rural,Female,6-10 years,97.3
Andaman,Rural,Male,11-13 years,96.2
Andaman,Rural,Male,14-17 years,91.4
Andaman,Rural,Male,18-23 years,11.8
Andaman,Rural,Male,24-29 years,0.9
Andaman,Rural,Male,30-35 years,0
Andaman,Rural,Male,3-35 years,35.1
Andaman,Rural,Male,3-5 years,57.4
Andaman,Rural,Male,5-29 years,41.9
Andaman,Rural,Male,6-10 years,97.3
Andaman,Rural,Person,11-13 years,98.2
Andaman,Rural,Person,14-17 years,93.3
Andaman,Rural,Person,18-23 years,17.3
Andaman,Rural,Person,24-29 years,0.6
Andaman,Rural,Person,30-35 years,0
Andaman,Rural,Person,3-35 years,40.5
Andaman,Rural,Person,3-5 years,73.2
Andaman,Rural,Person,5-29 years,47.4
Andaman,Rural,Person,6-10 years,97.3
Andaman,Total,Female,11-13 years,100
Andaman,Total,Female,14-17 years,96.4
Andaman,Total,Female,18-23 years,38.3
Andaman,Total,Female,24-29 years,3.4
Andaman,Total,Female,30-35 years,0.1
Andaman,Total,Female,3-35 years,46.1
Andaman,Total,Female,3-5 years,81.8
Andaman,Total,Female,5-29 years,54
Andaman,Total,Female,6-10 years,98.1
Andaman,Total,Male,11-13 years,98
Andaman,Total,Male,14-17 years,92.9
Andaman,Total,Male,18-23 years,28.9
Andaman,Total,Male,24-29 years,1
Andaman,Total,Male,30-35 years,0
Andaman,Total,Male,3-35 years,41.9
Andaman,Total,Male,3-5 years,67.4
Andaman,Total,Male,5-29 years,50.1
Andaman,Total,Male,6-10 years,97.6
Andaman,Total,Person,11-13 years,99
Andaman,Total,Person,14-17 years,94.4
Andaman,Total,Person,18-23 years,32.8
Andaman,Total,Person,24-29 years,2.1
Andaman,Total,Person,30-35 years,0
Andaman,Total,Person,3-35 years,43.7
Andaman,Total,Person,3-5 years,74
Andaman,Total,Person,5-29 years,51.9
Andaman,Total,Person,6-10 years,97.8
Andaman,Urban,Female,11-13 years,100
Andaman,Urban,Female,14-17 years,98.6
Andaman,Urban,Female,18-23 years,48.4
Andaman,Urban,Female,24-29 years,8.3
Andaman,Urban,Female,30-35 years,0.2
Andaman,Urban,Female,3-35 years,43.9
Andaman,Urban,Female,3-5 years,73.6
Andaman,Urban,Female,5-29 years,53.3
Andaman,Urban,Female,6-10 years,99.9
Andaman,Urban,Male,11-13 years,100
Andaman,Urban,Male,14-17 years,95.9
Andaman,Urban,Male,18-23 years,61.6
Andaman,Urban,Male,24-29 years,1.3
Andaman,Urban,Male,30-35 years,0
Andaman,Urban,Male,3-35 years,53.1
Andaman,Urban,Male,3-5 years,75.5
Andaman,Urban,Male,5-29 years,64.6
Andaman,Urban,Male,6-10 years,98.1
Andaman,Urban,Person,11-13 years,100
Andaman,Urban,Person,14-17 years,96.9
Andaman,Urban,Person,18-23 years,54.8
Andaman,Urban,Person,24-29 years,5
Andaman,Urban,Person,30-35 years,0.1
Andaman,Urban,Person,3-35 years,48.8
Andaman,Urban,Person,3-5 years,74.7
Andaman,Urban,Person,5-29 years,59.3
Andaman,Urban,Person,6-10 years,98.8
Telangana,Rural,Female,11-13 years,95
Telangana,Rural,Female,14-17 years,88
Telangana,Rural,Female,18-23 years,16.1
Telangana,Rural,Female,24-29 years,1.3
Telangana,Rural,Female,30-35 years,0
Telangana,Rural,Female,3-35 years,42
Telangana,Rural,Female,3-5 years,56.3
Telangana,Rural,Female,5-29 years,50.5
Telangana,Rural,Female,6-10 years,98.5
Telangana,Rural,Male,11-13 years,99.8
Telangana,Rural,Male,14-17 years,91.3
Telangana,Rural,Male,18-23 years,33.5
Telangana,Rural,Male,24-29 years,2.3
Telangana,Rural,Male,30-35 years,0
Telangana,Rural,Male,3-35 years,50.6
Telangana,Rural,Male,3-5 years,55.5
Telangana,Rural,Male,5-29 years,61.8
Telangana,Rural,Male,6-10 years,100
Telangana,Rural,Person,11-13 years,97.5
Telangana,Rural,Person,14-17 years,89.9
Telangana,Rural,Person,18-23 years,24.6
Telangana,Rural,Person,24-29 years,1.8
Telangana,Rural,Person,30-35 years,0
Telangana,Rural,Person,3-35 years,46.4
Telangana,Rural,Person,3-5 years,55.9
Telangana,Rural,Person,5-29 years,56.2
Telangana,Rural,Person,6-10 years,99.3
Telangana,Total,Female,11-13 years,96.4
Telangana,Total,Female,14-17 years,92.1
Telangana,Total,Female,18-23 years,23.8
Telangana,Total,Female,24-29 years,1.5
Telangana,Total,Female,30-35 years,0
Telangana,Total,Female,3-35 years,41.6
Telangana,Total,Female,3-5 years,54
Telangana,Total,Female,5-29 years,49.9
Telangana,Total,Female,6-10 years,99
Telangana,Total,Male,11-13 years,99.9
Telangana,Total,Male,14-17 years,95.2
Telangana,Total,Male,18-23 years,37.7
Telangana,Total,Male,24-29 years,1.6
Telangana,Total,Male,30-35 years,0.1
Telangana,Total,Male,3-35 years,51
Telangana,Total,Male,3-5 years,58.4
Telangana,Total,Male,5-29 years,62.8
Telangana,Total,Male,6-10 years,100
Telangana,Total,Person,11-13 years,98.4
Telangana,Total,Person,14-17 years,94
Telangana,Total,Person,18-23 years,30.9
Telangana,Total,Person,24-29 years,1.5
Telangana,Total,Person,30-35 years,0
Telangana,Total,Person,3-35 years,46.5
Telangana,Total,Person,3-5 years,56.1
Telangana,Total,Person,5-29 years,56.5
Telangana,Total,Person,6-10 years,99.5
Telangana,Urban,Female,11-13 years,99.9
Telangana,Urban,Female,14-17 years,97
Telangana,Urban,Female,18-23 years,34.3
Telangana,Urban,Female,24-29 years,1.6
Telangana,Urban,Female,30-35 years,0
Telangana,Urban,Female,3-35 years,41.1
Telangana,Urban,Female,3-5 years,50.4
Telangana,Urban,Female,5-29 years,49.2
Telangana,Urban,Female,6-10 years,99.5
Telangana,Urban,Male,11-13 years,99.9
Telangana,Urban,Male,14-17 years,98.9
Telangana,Urban,Male,18-23 years,42.6
Telangana,Urban,Male,24-29 years,0.8
Telangana,Urban,Male,30-35 years,0.1
Telangana,Urban,Male,3-35 years,51.5
Telangana,Urban,Male,3-5 years,62.7
Telangana,Urban,Male,5-29 years,63.9
Telangana,Urban,Male,6-10 years,100
Telangana,Urban,Person,11-13 years,99.9
Telangana,Urban,Person,14-17 years,98.2
Telangana,Urban,Person,18-23 years,38.7
Telangana,Urban,Person,24-29 years,1.3
Telangana,Urban,Person,30-35 years,0.1
Telangana,Urban,Person,3-35 years,46.6
Telangana,Urban,Person,3-5 years,56.5
Telangana,Urban,Person,5-29 years,56.9
Telangana,Urban,Person,6-10 years,99.8
Ladakh,Rural,Female,11-13 years,95.4
Ladakh,Rural,Female,14-17 years,87
Ladakh,Rural,Female,18-23 years,40.3
Ladakh,Rural,Female,24-29 years,0.8
Ladakh,Rural,Female,30-35 years,0
Ladakh,Rural,Female,3-35 years,45.1
Ladakh,Rural,Female,3-5 years,23.7
Ladakh,Rural,Female,5-29 years,55.7
Ladakh,Rural,Female,6-10 years,97.8
Ladakh,Rural,Male,11-13 years,98.4
Ladakh,Rural,Male,14-17 years,89
Ladakh,Rural,Male,18-23 years,47.6
Ladakh,Rural,Male,24-29 years,2.7
Ladakh,Rural,Male,30-35 years,0
Ladakh,Rural,Male,3-35 years,50.4
Ladakh,Rural,Male,3-5 years,24.9
Ladakh,Rural,Male,5-29 years,63.9
Ladakh,Rural,Male,6-10 years,98.5
Ladakh,Rural,Person,11-13 years,97.1
Ladakh,Rural,Person,14-17 years,88.1
Ladakh,Rural,Person,18-23 years,44
Ladakh,Rural,Person,24-29 years,1.7
Ladakh,Rural,Person,30-35 years,0
Ladakh,Rural,Person,3-35 years,48
Ladakh,Rural,Person,3-5 years,24.4
Ladakh,Rural,Person,5-29 years,60.1
Ladakh,Rural,Person,6-10 years,98.2
Ladakh,Total,Female,11-13 years,96.1
Ladakh,Total,Female,14-17 years,86.9
Ladakh,Total,Female,18-23 years,43.6
Ladakh,Total,Female,24-29 years,2.5
Ladakh,Total,Female,30-35 years,0
Ladakh,Total,Female,3-35 years,45.5
Ladakh,Total,Female,3-5 years,28.4
Ladakh,Total,Female,5-29 years,56.4
Ladakh,Total,Female,6-10 years,97.6
Ladakh,Total,Male,11-13 years,98.1
Ladakh,Total,Male,14-17 years,88
Ladakh,Total,Male,18-23 years,49
Ladakh,Total,Male,24-29 years,3
Ladakh,Total,Male,30-35 years,0
Ladakh,Total,Male,3-35 years,50.5
Ladakh,Total,Male,3-5 years,28.1
Ladakh,Total,Male,5-29 years,63.5
Ladakh,Total,Male,6-10 years,98.1
Ladakh,Total,Person,11-13 years,97.2
Ladakh,Total,Person,14-17 years,87.6
Ladakh,Total,Person,18-23 years,46.4
Ladakh,Total,Person,24-29 years,2.7
Ladakh,Total,Person,30-35 years,0
Ladakh,Total,Person,3-35 years,48.2
Ladakh,Total,Person,3-5 years,28.2
Ladakh,Total,Person,5-29 years,60.2
Ladakh,Total,Person,6-10 years,97.9
Ladakh,Urban,Female,11-13 years,98.6
Ladakh,Urban,Female,14-17 years,86.7
Ladakh,Urban,Female,18-23 years,57.8
Ladakh,Urban,Female,24-29 years,8.2
Ladakh,Urban,Female,30-35 years,0
Ladakh,Urban,Female,3-35 years,47.1
Ladakh,Urban,Female,3-5 years,47.3
Ladakh,Urban,Female,5-29 years,59
Ladakh,Urban,Female,6-10 years,96.6
Ladakh,Urban,Male,11-13 years,96.9
Ladakh,Urban,Male,14-17 years,84.3
Ladakh,Urban,Male,18-23 years,53
Ladakh,Urban,Male,24-29 years,4
Ladakh,Urban,Male,30-35 years,0
Ladakh,Urban,Male,3-35 years,51
Ladakh,Urban,Male,3-5 years,43.4
Ladakh,Urban,Male,5-29 years,62.3
Ladakh,Urban,Male,6-10 years,96.3
Ladakh,Urban,Person,11-13 years,97.6
Ladakh,Urban,Person,14-17 years,85.3
Ladakh,Urban,Person,18-23 years,54.9
Ladakh,Urban,Person,24-29 years,6.2
Ladakh,Urban,Person,30-35 years,0
Ladakh,Urban,Person,3-35 years,49.3
Ladakh,Urban,Person,3-5 years,45.2
Ladakh,Urban,Person,5-29 years,60.8
Ladakh,Urban,Person,6-10 years,96.5
Daman,Rural,Female,11-13 years,100
Daman,Rural,Female,14-17 years,83.00581988
Daman,Rural,Female,18-23 years,4.073108291
Daman,Rural,Female,24-29 years,0
Daman,Rural,Female,30-35 years,0
Daman,Rural,Female,3-35 years,44.13982999
Daman,Rural,Female,3-5 years,29.64678329
Daman,Rural,Female,5-29 years,52.48468892
Daman,Rural,Female,6-10 years,100
Daman,Rural,Male,11-13 years,99.7767796
Daman,Rural,Male,14-17 years,58.03406924
Daman,Rural,Male,18-23 years,9.483957127
Daman,Rural,Male,24-29 years,0
Daman,Rural,Male,30-35 years,0
Daman,Rural,Male,3-35 years,35.79841813
Daman,Rural,Male,3-5 years,24.79610447
Daman,Rural,Male,5-29 years,40.36570654
Daman,Rural,Male,6-10 years,100
Daman,Rural,Person,11-13 years,99.95039547
Daman,Rural,Person,14-17 years,67.82508562
Daman,Rural,Person,18-23 years,7.299775779
Daman,Rural,Person,24-29 years,0
Daman,Rural,Person,30-35 years,0
Daman,Rural,Person,3-35 years,39.17994333
Daman,Rural,Person,3-5 years,27.38028582
Daman,Rural,Person,5-29 years,45.0976272
Daman,Rural,Person,6-10 years,100
Daman,Total,Female,11-13 years,99.29548399
Daman,Total,Female,14-17 years,89.46220074
Daman,Total,Female,18-23 years,16.29912685
Daman,Total,Female,24-29 years,0.117115763
Daman,Total,Female,30-35 years,0
Daman,Total,Female,3-35 years,38.87377708
Daman,Total,Female,3-5 years,22.77757021
Daman,Total,Female,5-29 years,50.62337807
Daman,Total,Female,6-10 years,86.53131155
Daman,Total,Male,11-13 years,99.70990517
Daman,Total,Male,14-17 years,76.99832884
Daman,Total,Male,18-23 years,6.429790649
Daman,Total,Male,24-29 years,0.224326355
Daman,Total,Male,30-35 years,0
Daman,Total,Male,3-35 years,29.02155664
Daman,Total,Male,3-5 years,34.43715151
Daman,Total,Male,5-29 years,33.12876723
Daman,Total,Male,6-10 years,95.08113794
Daman,Total,Person,11-13 years,99.58557882
Daman,Total,Person,14-17 years,82.54603326
Daman,Total,Person,18-23 years,9.486527099
Daman,Total,Person,24-29 years,0.182884237
Daman,Total,Person,30-35 years,0
Daman,Total,Person,3-35 years,33.19271428
Daman,Total,Person,3-5 years,24.66045445
Daman,Total,Person,5-29 years,39.89453571
Daman,Total,Person,6-10 years,87.42599752
Daman,Urban,Female,11-13 years,98.13659644
Daman,Urban,Female,14-17 years,94.89631674
Daman,Urban,Female,18-23 years,26.91487104
Daman,Urban,Female,24-29 years,0.187039593
Daman,Urban,Female,30-35 years,0
Daman,Urban,Female,3-35 years,35.61398473
Daman,Urban,Female,3-5 years,21.92540865
Daman,Urban,Female,5-29 years,49.37319287
Daman,Urban,Female,6-10 years,81.31272427
Daman,Urban,Male,11-13 years,99.68055939
Daman,Urban,Male,14-17 years,100
Daman,Urban,Male,18-23 years,5.537482748
Daman,Urban,Male,24-29 years,0.312960407
Daman,Urban,Male,30-35 years,0
Daman,Urban,Male,3-35 years,24.53571013
Daman,Urban,Male,3-5 years,49.09491827
Daman,Urban,Male,5-29 years,28.67598982
Daman,Urban,Male,6-10 years,88.16974575
Daman,Urban,Person,11-13 years,99.30787868
Daman,Urban,Person,14-17 years,97.50139847
Daman,Urban,Person,18-23 years,10.91067562
Daman,Urban,Person,24-29 years,0.253240102
Daman,Urban,Person,30-35 years,0
Daman,Urban,Person,3-35 years,29.40470758
Daman,Urban,Person,3-5 years,24.63608428
Daman,Urban,Person,5-29 years,36.62274972
Daman,Urban,Person,6-10 years,79.38158371
