State,Residence_Type,Age group,Gender,Labour force participation rate according to usual status (ps+ss),Worker population rate according to usual status (ps+ss), unemployment rate according to usual status (ps+ss)
Andhra Pradesh,Urban,15-59 years,Male,80.6,75.1,6.8
Andhra Pradesh,Urban,15-59 years,Person,55.3,51.3,7.2
Andhra Pradesh,Rural,15 years and above,Female,44.3,43,3
Andhra Pradesh,Rural,15 years and above,Male,79.4,75.9,4.4
Andhra Pradesh,Rural,15 years and above,Person,61.5,59.1,3.9
Andhra Pradesh,Total,15 years and above,Female,39.2,37.6,4.1
Andhra Pradesh,Total,15 years and above,Male,78.1,74.1,5
Andhra Pradesh,Total,15 years and above,Person,58.2,55.5,4.7
Andhra Pradesh,Urban,15 years and above,Female,28.5,26.3,7.8
Andhra Pradesh,Urban,15 years and above,Male,75.1,70.3,6.3
Andhra Pradesh,Urban,15 years and above,Person,51,47.6,6.8
Andhra Pradesh,Rural,all ages,Female,35.9,34.9,3
Andhra Pradesh,Rural,all ages,Male,62.3,59.6,4.4
Andhra Pradesh,Rural,all ages,Person,49.1,47.2,3.9
Andhra Pradesh,Total,all ages,Female,31.7,30.4,4.1
Andhra Pradesh,Total,all ages,Male,61.3,58.2,5
Andhra Pradesh,Total,all ages,Person,46.3,44.2,4.7
Andhra Pradesh,Urban,all ages,Female,22.8,21.1,7.8
Andhra Pradesh,Urban,all ages,Male,59.1,55.4,6.3
Andhra Pradesh,Urban,all ages,Person,40.5,37.8,6.7
Karnataka,Rural,15-29 years,Female,16.7,15.8,4.9
Karnataka,Rural,15-29 years,Male,61.8,54.9,11.2
Karnataka,Rural,15-29 years,Person,40.6,36.6,10
Karnataka,Total,15-29 years,Female,16.9,15.2,10.5
Karnataka,Total,15-29 years,Male,63.8,56.1,12.2
Karnataka,Total,15-29 years,Person,41.6,36.7,11.8
Karnataka,Urban,15-29 years,Female,17.3,14.2,17.8
Karnataka,Urban,15-29 years,Male,66.8,57.8,13.5
Karnataka,Urban,15-29 years,Person,43.1,36.9,14.4
Karnataka,Rural,15-59 years,Female,31.5,31,1.4
Karnataka,Rural,15-59 years,Male,83.4,80.4,3.5
Karnataka,Rural,15-59 years,Person,58,56.2,3
Karnataka,Total,15-59 years,Female,28.2,27.4,3
Karnataka,Total,15-59 years,Male,83.5,80.1,4.1
Karnataka,Total,15-59 years,Person,56.6,54.4,3.9
Karnataka,Urban,15-59 years,Female,23.1,21.7,6.2
Karnataka,Urban,15-59 years,Male,83.8,79.5,5.1
Karnataka,Urban,15-59 years,Person,54.4,51.5,5.3
Karnataka,Rural,15 years and above,Male,76.6,74.2,3.2
Karnataka,Rural,15 years and above,Person,52.5,51.1,2.7
Karnataka,Total,15 years and above,Female,24.9,24.2,2.8
Karnataka,Total,15 years and above,Male,76.5,73.5,3.8
Karnataka,Total,15 years and above,Person,51.2,49.3,3.6
Karnataka,Urban,15 years and above,Female,20.5,19.3,6.1
Karnataka,Urban,15 years and above,Male,76.1,72.4,4.9
Karnataka,Urban,15 years and above,Person,49.1,46.5,5.1
Karnataka,Rural,All Ages,Female,22,21.7,1.4
Karnataka,Rural,All Ages,Male,59,57.1,3.2
Karnataka,Rural,All Ages,Person,41.1,40,2.7
Karnataka,Total,All Ages,Female,19.7,19.2,2.8
Karnataka,Total,All Ages,Male,58.8,56.5,3.9
Karnataka,Total,All Ages,Person,39.9,38.4,3.6
Karnataka,Urban,All Ages,Female,16.1,15.1,6.1
Karnataka,Urban,All Ages,Male,58.4,55.5,5
Karnataka,Urban,All Ages,Person,38,36,5.2
Karnataka,Rural,15-29 years,Female,29.1,26.4,9.1
Karnataka,Rural,15-29 years,Male,68.6,62.1,9.5
Karnataka,Rural,15-29 years,Person,49.4,44.8,9.4
Karnataka,Total,15-29 years,Female,28.5,22.2,22
Karnataka,Total,15-29 years,Male,63.5,56.7,10.7
Karnataka,Total,15-29 years,Person,46.3,39.8,14.1
Karnataka,Urban,15-29 years,Female,27.6,16.3,41.1
Karnataka,Urban,15-29 years,Male,55.8,48.7,12.8
Karnataka,Urban,15-29 years,Person,41.7,32.5,22.1
Karnataka,Rural,15-59 years,Female,45.6,44.5,2.3
Karnataka,Rural,15-59 years,Male,85.8,82.9,3.3
Karnataka,Rural,15-59 years,Person,65.8,63.8,3
Karnataka,Total,15-59 years,Female,37.8,35.3,6.6
Karnataka,Total,15-59 years,Male,83.8,80.8,3.7
Karnataka,Total,15-59 years,Person,60.8,58,4.6
Karnataka,Urban,15-59 years,Female,27.5,23.1,16
Karnataka,Urban,15-59 years,Male,81.2,77.9,4.1
Karnataka,Urban,15-59 years,Person,54.2,50.3,7.1
Karnataka,Rural,15 years and above,Female,39.9,39,2.2
Karnataka,Rural,15 years and above,Male,80.2,77.8,3
Karnataka,Rural,15 years and above,Person,59.9,58.2,2.7
Karnataka,Total,15 years and above,Female,33.8,31.7,6.2
Karnataka,Total,15 years and above,Male,77.4,74.8,3.4
Karnataka,Total,15 years and above,Person,55.5,53.1,4.2
Karnataka,Urban,15 years and above,Female,25,21.1,15.4
Karnataka,Urban,15 years and above,Male,73.5,70.7,3.9
Karnataka,Urban,15 years and above,Person,49.3,45.9,6.9
Karnataka,Rural,all ages,Female,31.1,30.4,2.2
Karnataka,Rural,all ages,Male,61.8,59.9,3
Karnataka,Rural,all ages,Person,46.4,45.2,2.7
Karnataka,Total,all ages,Female,26.6,24.9,6.2
Karnataka,Total,all ages,Male,60.4,58.4,3.4
Karnataka,Total,all ages,Person,43.5,41.7,4.2
Karnataka,Urban,all ages,Female,20,16.9,15.4
Karnataka,Urban,all ages,Male,58.4,56.1,3.9
Karnataka,Urban,all ages,Person,39.2,36.6,6.8
Goa,Rural,15-29 years,Female,44.3,30.7,30.6
Goa,Rural,15-29 years,Male,45.6,41.9,8.3
Goa,Rural,15-29 years,Person,44.9,35.9,20
Goa,Total,15-29 years,Female,37.9,25.9,31.7
Goa,Total,15-29 years,Male,60.7,48.9,19.5
Goa,Total,15-29 years,Person,49.4,37.5,24.2
Goa,Urban,15-29 years,Female,33.8,22.7,32.7
Goa,Urban,15-29 years,Male,68.6,52.5,23.4
Goa,Urban,15-29 years,Person,52.1,38.4,26.3
Goa,Rural,15-59 years,Female,34.4,27.5,19.9
Goa,Rural,15-59 years,Male,75.8,73.9,2.5
Goa,Rural,15-59 years,Person,54.1,49.6,8.3
Goa,Total,15-59 years,Female,35.6,29.4,17.4
Goa,Total,15-59 years,Male,80.4,75.7,5.8
Goa,Total,15-59 years,Person,57.8,52.4,9.4
Goa,Urban,15-59 years,Female,36.5,30.7,15.8
Goa,Urban,15-59 years,Male,83,76.8,7.5
Goa,Urban,15-59 years,Person,60.1,54.1,10
Goa,Rural,15 years and above,Male,69.8,68.2,2.4
Goa,Rural,15 years and above,Person,47.5,43.7,8
Goa,Total,15 years and above,Female,29.9,25,16.4
Goa,Total,15 years and above,Male,72.4,68.5,5.3
Goa,Total,15 years and above,Person,50.3,45.9,8.7
Goa,Urban,15 years and above,Female,30.7,26.2,14.4
Goa,Urban,15 years and above,Male,73.8,68.7,6.9
Goa,Urban,15 years and above,Person,51.9,47.2,9.1
Goa,Rural,All Ages,Female,22.8,18.3,19.7
Goa,Rural,All Ages,Male,51.9,50.7,2.4
Goa,Rural,All Ages,Person,36.7,33.7,8
Goa,Total,All Ages,Female,24.4,20.4,16.4
Goa,Total,All Ages,Male,56.4,53.4,5.3
Goa,Total,All Ages,Person,40.1,36.6,8.7
Goa,Urban,All Ages,Female,25.4,21.7,14.4
Goa,Urban,All Ages,Male,59,54.9,6.9
Goa,Urban,All Ages,Person,42.3,38.4,9.1
Goa,Rural,15-29 years,Female,22.8,12.3,46.2
Goa,Rural,15-29 years,Male,64.1,52.8,17.6
Goa,Rural,15-29 years,Person,43,32.1,25.4
Goa,Total,15-29 years,Female,31.7,21.1,33.2
Goa,Total,15-29 years,Male,63.6,50.4,20.8
Goa,Total,15-29 years,Person,47.2,35.4,25.1
Goa,Urban,15-29 years,Female,37.7,27.2,27.9
Goa,Urban,15-29 years,Male,63.3,48.7,23
Goa,Urban,15-29 years,Person,50.1,37.6,24.9
Goa,Rural,15-59 years,Female,28.8,25,13.2
Goa,Rural,15-59 years,Male,82.8,77.9,5.9
Goa,Rural,15-59 years,Person,54.5,50.1,7.9
Goa,Total,15-59 years,Female,31.8,27.8,12.5
Goa,Total,15-59 years,Male,82.8,77.1,6.9
Goa,Total,15-59 years,Person,57.1,52.3,8.5
Goa,Urban,15-59 years,Female,33.8,29.7,12.1
Goa,Urban,15-59 years,Male,82.8,76.6,7.5
Goa,Urban,15-59 years,Person,58.8,53.6,8.8
Goa,Rural,15 years and above,Female,25.5,22.3,12.5
Goa,Rural,15 years and above,Male,76,71.7,5.7
Goa,Rural,15 years and above,Person,48.9,45.1,7.6
Goa,Total,15 years and above,Female,28.2,24.9,11.9
Goa,Total,15 years and above,Male,75.7,70.7,6.6
Goa,Total,15 years and above,Person,51.5,47.3,8.1
Goa,Urban,15 years and above,Female,30.1,26.6,11.6
Goa,Urban,15 years and above,Male,75.5,70.2,7.1
Goa,Urban,15 years and above,Person,53.1,48.7,8.4
Goa,Rural,all ages,Female,20.4,17.9,12.5
Goa,Rural,all ages,Male,61,57.5,5.7
Goa,Rural,all ages,Person,39.1,36.1,7.6
Goa,Total,all ages,Female,22.6,19.9,11.9
Goa,Total,all ages,Male,59.6,55.7,6.6
Goa,Total,all ages,Person,40.9,37.6,8.1
Goa,Urban,all ages,Female,24.1,21.3,11.6
Goa,Urban,all ages,Male,58.8,54.6,7.1
Goa,Urban,all ages,Person,42,38.4,8.4
Lakshadweep,Rural,15-29 years,Female,28.1,14.2,49.5
Lakshadweep,Rural,15-29 years,Male,82.2,5.7,93.1
Lakshadweep,Rural,15-29 years,Person,55.8,9.8,82.4
Lakshadweep,Total,15-29 years,Female,28.9,6.2,78.6
Lakshadweep,Total,15-29 years,Male,65.8,22.5,65.8
Lakshadweep,Total,15-29 years,Person,45.7,13.6,70.3
Lakshadweep,Urban,15-29 years,Female,29.2,3.8,87.1
Lakshadweep,Urban,15-29 years,Male,59.1,29.3,50.4
Lakshadweep,Urban,15-29 years,Person,42.2,14.9,64.7
Lakshadweep,Rural,15-59 years,Female,13.4,7.3,45.6
Lakshadweep,Rural,15-59 years,Male,87.8,53.2,39.4
Lakshadweep,Rural,15-59 years,Person,52.9,31.6,40.2
Lakshadweep,Total,15-59 years,Female,20.8,10.8,48.3
Lakshadweep,Total,15-59 years,Male,83.7,60.8,27.4
Lakshadweep,Total,15-59 years,Person,50.1,34.1,32
Lakshadweep,Urban,15-59 years,Female,22.9,11.7,48.7
Lakshadweep,Urban,15-59 years,Male,82,63.7,22.3
Lakshadweep,Urban,15-59 years,Person,49.2,34.9,29.1
Lakshadweep,Rural,15 years and above,Male,76.2,46.3,39.2
Lakshadweep,Rural,15 years and above,Person,45.4,27.2,40
Lakshadweep,Total,15 years and above,Female,17.8,9.2,48.3
Lakshadweep,Total,15 years and above,Male,71.7,52.4,26.9
Lakshadweep,Total,15 years and above,Person,43.1,29.5,31.6
Lakshadweep,Urban,15 years and above,Female,19.6,10.1,48.7
Lakshadweep,Urban,15 years and above,Male,70,54.7,21.8
Lakshadweep,Urban,15 years and above,Person,42.4,30.2,28.6
Lakshadweep,Rural,All Ages,Female,8.7,4.7,45.6
Lakshadweep,Rural,All Ages,Male,62.4,38,39.2
Lakshadweep,Rural,All Ages,Person,36,21.6,40
Lakshadweep,Total,All Ages,Female,14.9,7.7,48.3
Lakshadweep,Total,All Ages,Male,56.3,41.1,26.9
Lakshadweep,Total,All Ages,Person,35,23.9,31.6
Lakshadweep,Urban,All Ages,Female,16.8,8.6,48.7
Lakshadweep,Urban,All Ages,Male,54,42.2,21.8
Lakshadweep,Urban,All Ages,Person,34.6,24.7,28.6
Lakshadweep,Rural,15-29 years,Female,56,2,96.4
Lakshadweep,Rural,15-29 years,Male,69.8,68.3,2.1
Lakshadweep,Rural,15-29 years,Person,64.7,44.1,31.9
Lakshadweep,Total,15-29 years,Female,29.4,9,69.5
Lakshadweep,Total,15-29 years,Male,78.1,58.7,24.8
Lakshadweep,Total,15-29 years,Person,54.9,35,36.2
Lakshadweep,Urban,15-29 years,Female,23.6,10.5,55.6
Lakshadweep,Urban,15-29 years,Male,81.3,54.9,32.4
Lakshadweep,Urban,15-29 years,Person,51.9,32.3,37.8
Lakshadweep,Rural,15-59 years,Female,49,31,36.7
Lakshadweep,Rural,15-59 years,Male,87.7,87.1,0.7
Lakshadweep,Rural,15-59 years,Person,71.8,64.1,10.8
Lakshadweep,Total,15-59 years,Female,33,25.7,22.2
Lakshadweep,Total,15-59 years,Male,90.6,80.7,11
Lakshadweep,Total,15-59 years,Person,61.5,52.9,14
Lakshadweep,Urban,15-59 years,Female,29.5,24.5,17
Lakshadweep,Urban,15-59 years,Male,91.7,78.4,14.4
Lakshadweep,Urban,15-59 years,Person,58.7,49.8,15.1
Lakshadweep,Rural,15 years and above,Female,41.1,26,36.7
Lakshadweep,Rural,15 years and above,Male,79.3,78.8,0.7
Lakshadweep,Rural,15 years and above,Person,63,56.2,10.7
Lakshadweep,Total,15 years and above,Female,29.7,23.1,22.2
Lakshadweep,Total,15 years and above,Male,81.2,72.6,10.6
Lakshadweep,Total,15 years and above,Person,55.6,48,13.7
Lakshadweep,Urban,15 years and above,Female,27,22.4,17
Lakshadweep,Urban,15 years and above,Male,81.9,70.5,13.9
Lakshadweep,Urban,15 years and above,Person,53.5,45.7,14.7
Lakshadweep,Rural,all ages,Female,35.3,22.4,36.7
Lakshadweep,Rural,all ages,Male,69.7,69.3,0.7
Lakshadweep,Rural,all ages,Person,54.9,49,10.7
Lakshadweep,Total,all ages,Female,22.8,17.8,22.2
Lakshadweep,Total,all ages,Male,66,59,10.6
Lakshadweep,Total,all ages,Person,44,38,13.7
Lakshadweep,Urban,all ages,Female,20.3,16.8,17
Lakshadweep,Urban,all ages,Male,64.9,55.8,13.9
Lakshadweep,Urban,all ages,Person,41.3,35.2,14.7
Kerala,Rural,15-29 years,Female,23,9.7,57.8
Kerala,Rural,15-29 years,Male,43.3,33.1,23.4
Kerala,Rural,15-29 years,Person,32.9,21.1,35.8
Kerala,Total,15-29 years,Female,25.8,11.5,55.4
Kerala,Total,15-29 years,Male,47,36.1,23.3
Kerala,Total,15-29 years,Person,36,23.4,35.2
Kerala,Urban,15-29 years,Female,29.1,13.7,53.1
Kerala,Urban,15-29 years,Male,51.6,39.7,23.1
Kerala,Urban,15-29 years,Person,39.9,26.1,34.6
Kerala,Rural,15-59 years,Female,35.5,29.2,17.8
Kerala,Rural,15-59 years,Male,76.5,72.2,5.6
Kerala,Rural,15-59 years,Person,54.6,49.2,9.9
Kerala,Total,15-59 years,Female,35.2,28.5,19.1
Kerala,Total,15-59 years,Male,78.1,73.5,5.8
Kerala,Total,15-59 years,Person,55,49.3,10.4
Kerala,Urban,15-59 years,Female,35,27.7,20.7
Kerala,Urban,15-59 years,Male,79.9,75.1,6
Kerala,Urban,15-59 years,Person,55.4,49.3,11
Kerala,Rural,15 years and above,Male,71,67.6,4.7
Kerala,Rural,15 years and above,Person,49.7,45.5,8.4
Kerala,Total,15 years and above,Female,30.6,25.3,17
Kerala,Total,15 years and above,Male,71.2,67.7,4.9
Kerala,Total,15 years and above,Person,49.3,44.9,9
Kerala,Urban,15 years and above,Female,29.7,24.1,18.8
Kerala,Urban,15 years and above,Male,71.4,67.7,5.2
Kerala,Urban,15 years and above,Person,48.8,44.1,9.7
Kerala,Rural,All Ages,Female,25,21.1,15.6
Kerala,Rural,All Ages,Male,56.9,54.2,4.7
Kerala,Rural,All Ages,Person,39.7,36.4,8.4
Kerala,Total,All Ages,Female,24.6,20.4,17.1
Kerala,Total,All Ages,Male,56.6,53.8,5
Kerala,Total,All Ages,Person,39.5,35.9,9
Kerala,Urban,All Ages,Female,24.2,19.7,18.8
Kerala,Urban,All Ages,Male,56.3,53.4,5.2
Kerala,Urban,All Ages,Person,39.2,35.4,9.7
Kerala,Rural,15-29 years,Female,26.2,10.9,58.3
Kerala,Rural,15-29 years,Male,55.6,40.7,26.8
Kerala,Rural,15-29 years,Person,40.9,25.8,36.9
Kerala,Total,15-29 years,Female,25.8,11.9,53.7
Kerala,Total,15-29 years,Male,54.3,39.9,26.5
Kerala,Total,15-29 years,Person,39.8,25.7,35.4
Kerala,Urban,15-29 years,Female,25.4,13,48.9
Kerala,Urban,15-29 years,Male,52.9,39.1,26.2
Kerala,Urban,15-29 years,Person,38.8,25.7,33.8
Kerala,Rural,15-59 years,Female,39.8,33.5,15.9
Kerala,Rural,15-59 years,Male,80.6,73.5,8.9
Kerala,Rural,15-59 years,Person,58.4,51.7,11.5
Kerala,Total,15-59 years,Female,36.7,30.5,17.1
Kerala,Total,15-59 years,Male,79.9,72.9,8.7
Kerala,Total,15-59 years,Person,56.5,50,11.6
Kerala,Urban,15-59 years,Female,33.5,27.3,18.5
Kerala,Urban,15-59 years,Male,79.1,72.4,8.5
Kerala,Urban,15-59 years,Person,54.6,48.2,11.8
Kerala,Rural,15 years and above,Female,35.1,30.3,13.8
Kerala,Rural,15 years and above,Male,73.6,68.2,7.3
Kerala,Rural,15 years and above,Person,52.8,47.7,9.7
Kerala,Total,15 years and above,Female,31.9,27.1,15.1
Kerala,Total,15 years and above,Male,71.7,66.5,7.4
Kerala,Total,15 years and above,Person,50.3,45.3,10
Kerala,Urban,15 years and above,Female,28.6,23.8,16.7
Kerala,Urban,15 years and above,Male,69.8,64.7,7.4
Kerala,Urban,15 years and above,Person,47.7,42.7,10.4
Kerala,Rural,all ages,Female,29.4,25.3,13.8
Kerala,Rural,all ages,Male,57.9,53.7,7.3
Kerala,Rural,all ages,Person,42.9,38.7,9.7
Kerala,Total,all ages,Female,26.3,22.4,15.1
Kerala,Total,all ages,Male,56.4,52.2,7.4
Kerala,Total,all ages,Person,40.5,36.5,10
Kerala,Urban,all ages,Female,23.2,19.3,16.7
Kerala,Urban,all ages,Male,54.9,50.8,7.5
Kerala,Urban,all ages,Person,38.1,34.2,10.4
Tamil Nadu,Rural,15-29 years,Female,24.5,17.4,29.1
Tamil Nadu,Rural,15-29 years,Male,62,45.7,26.3
Tamil Nadu,Rural,15-29 years,Person,41.9,30.5,27.1
Tamil Nadu,Total,15-29 years,Female,23.9,17.3,27.8
Tamil Nadu,Total,15-29 years,Male,59.8,46.4,22.5
Tamil Nadu,Total,15-29 years,Person,41.5,31.5,24
Tamil Nadu,Urban,15-29 years,Female,23.2,17.1,26.2
Tamil Nadu,Urban,15-29 years,Male,57.8,47,18.7
Tamil Nadu,Urban,15-29 years,Person,41.1,32.6,20.7
Tamil Nadu,Rural,15-59 years,Female,47.5,44.6,6.3
Tamil Nadu,Rural,15-59 years,Male,84.5,77.8,7.9
Tamil Nadu,Rural,15-59 years,Person,64.8,60.1,7.3
Tamil Nadu,Total,15-59 years,Female,40.2,37.3,7.3
Tamil Nadu,Total,15-59 years,Male,82.2,76.4,7.2
Tamil Nadu,Total,15-59 years,Person,60.4,56,7.2
Tamil Nadu,Urban,15-59 years,Female,32,29.1,9.1
Tamil Nadu,Urban,15-59 years,Male,80,74.9,6.4
Tamil Nadu,Urban,15-59 years,Person,55.7,51.7,7.2
Tamil Nadu,Rural,15 years and above,Male,77,71.6,7
Tamil Nadu,Rural,15 years and above,Person,59.4,55.6,6.4
Tamil Nadu,Total,15 years and above,Female,37,34.6,6.5
Tamil Nadu,Total,15 years and above,Male,74.8,69.9,6.6
Tamil Nadu,Total,15 years and above,Person,55.1,51.4,6.6
Tamil Nadu,Urban,15 years and above,Female,28.9,26.4,8.4
Tamil Nadu,Urban,15 years and above,Male,72.5,68.1,6
Tamil Nadu,Urban,15 years and above,Person,50.2,46.8,6.7
Tamil Nadu,Rural,All Ages,Female,35.1,33.2,5.5
Tamil Nadu,Rural,All Ages,Male,60.5,56.3,7
Tamil Nadu,Rural,All Ages,Person,47.1,44.1,6.4
Tamil Nadu,Total,All Ages,Female,29.9,27.9,6.5
Tamil Nadu,Total,All Ages,Male,59.3,55.4,6.6
Tamil Nadu,Total,All Ages,Person,44.1,41.2,6.6
Tamil Nadu,Urban,All Ages,Female,23.6,21.6,8.4
Tamil Nadu,Urban,All Ages,Male,58,54.5,6
Tamil Nadu,Urban,All Ages,Person,40.6,37.9,6.7
Tamil Nadu,Rural,15-29 years,Female,23.7,18.9,20.5
Tamil Nadu,Rural,15-29 years,Male,63.7,48.9,23.3
Tamil Nadu,Rural,15-29 years,Person,43.4,33.6,22.5
Tamil Nadu,Total,15-29 years,Female,26.8,21.1,21.2
Tamil Nadu,Total,15-29 years,Male,63.6,50.4,20.8
Tamil Nadu,Total,15-29 years,Person,44.8,35.5,20.9
Tamil Nadu,Urban,15-29 years,Female,30.2,23.6,21.7
Tamil Nadu,Urban,15-29 years,Male,63.4,52,18
Tamil Nadu,Urban,15-29 years,Person,46.4,37.5,19.2
Tamil Nadu,Rural,15-59 years,Female,50.7,48.8,3.8
Tamil Nadu,Rural,15-59 years,Male,84.7,79,6.8
Tamil Nadu,Rural,15-59 years,Person,67,63.2,5.6
Tamil Nadu,Total,15-59 years,Female,43.8,41.6,5.2
Tamil Nadu,Total,15-59 years,Male,84.4,79.1,6.3
Tamil Nadu,Total,15-59 years,Person,63.3,59.6,5.9
Tamil Nadu,Urban,15-59 years,Female,36.1,33.5,7.4
Tamil Nadu,Urban,15-59 years,Male,84,79.2,5.7
Tamil Nadu,Urban,15-59 years,Person,59.2,55.6,6.2
Tamil Nadu,Rural,15 years and above,Female,47.6,46,3.4
Tamil Nadu,Rural,15 years and above,Male,79.4,74.6,6
Tamil Nadu,Rural,15 years and above,Person,63,59.8,5
Tamil Nadu,Total,15 years and above,Female,40.2,38.3,4.7
Tamil Nadu,Total,15 years and above,Male,77.9,73.5,5.7
Tamil Nadu,Total,15 years and above,Person,58.4,55.3,5.3
Tamil Nadu,Urban,15 years and above,Female,32.1,29.8,6.9
Tamil Nadu,Urban,15 years and above,Male,76.2,72.2,5.3
Tamil Nadu,Urban,15 years and above,Person,53.5,50.4,5.8
Tamil Nadu,Rural,all ages,Female,38,36.7,3.4
Tamil Nadu,Rural,all ages,Male,61.4,57.7,6
Tamil Nadu,Rural,all ages,Person,49.5,47,5
Tamil Nadu,Total,all ages,Female,32.4,30.9,4.7
Tamil Nadu,Total,all ages,Male,61.6,58.1,5.7
Tamil Nadu,Total,all ages,Person,46.6,44.2,5.3
Tamil Nadu,Urban,all ages,Female,26.1,24.3,6.9
Tamil Nadu,Urban,all ages,Male,61.7,58.4,5.3
Tamil Nadu,Urban,all ages,Person,43.4,40.9,5.8
Puducherry,Rural,15-29 years,Female,33.1,23.9,27.8
Puducherry,Rural,15-29 years,Male,76.8,56.1,27
Puducherry,Rural,15-29 years,Person,50.9,37,27.3
Puducherry,Total,15-29 years,Female,24.6,18.6,24.4
Puducherry,Total,15-29 years,Male,61.7,46,25.5
Puducherry,Total,15-29 years,Person,40.4,30.3,25.1
Puducherry,Urban,15-29 years,Female,19.1,15.1,20.6
Puducherry,Urban,15-29 years,Male,53,40.1,24.2
Puducherry,Urban,15-29 years,Person,33.9,26.1,23.1
Puducherry,Rural,15-59 years,Female,46.5,41.8,10.1
Puducherry,Rural,15-59 years,Male,90.5,78.7,13.1
Puducherry,Rural,15-59 years,Person,66.5,58.5,12
Puducherry,Total,15-59 years,Female,35,32.3,7.8
Puducherry,Total,15-59 years,Male,85.1,77.3,9.1
Puducherry,Total,15-59 years,Person,58,52.9,8.7
Puducherry,Urban,15-59 years,Female,28.2,26.7,5.5
Puducherry,Urban,15-59 years,Male,81.9,76.6,6.6
Puducherry,Urban,15-59 years,Person,53,49.7,6.3
Puducherry,Rural,15 years and above,Male,86.3,75.5,12.5
Puducherry,Rural,15 years and above,Person,61.6,54.5,11.6
Puducherry,Total,15 years and above,Female,31.2,28.8,7.6
Puducherry,Total,15 years and above,Male,76.7,70,8.7
Puducherry,Total,15 years and above,Person,52.1,47.8,8.3
Puducherry,Urban,15 years and above,Female,25.3,23.9,5.2
Puducherry,Urban,15 years and above,Male,71.6,67.1,6.3
Puducherry,Urban,15 years and above,Person,46.9,44.1,6
Puducherry,Rural,All Ages,Female,37.6,33.9,10
Puducherry,Rural,All Ages,Male,68.2,59.7,12.5
Puducherry,Rural,All Ages,Person,52.4,46.3,11.6
Puducherry,Total,All Ages,Female,26.2,24.2,7.6
Puducherry,Total,All Ages,Male,61.7,56.3,8.7
Puducherry,Total,All Ages,Person,42.9,39.3,8.3
Puducherry,Urban,All Ages,Female,20.4,19.3,5.2
Puducherry,Urban,All Ages,Male,58.1,54.4,6.3
Puducherry,Urban,All Ages,Person,37.9,35.7,6
Puducherry,Rural,15-29 years,Female,31.3,22.1,29.4
Puducherry,Rural,15-29 years,Male,67.4,49.1,27.1
Puducherry,Rural,15-29 years,Person,49.1,35.5,27.8
Puducherry,Total,15-29 years,Female,29.3,18.4,37.3
Puducherry,Total,15-29 years,Male,54.3,40.8,24.8
Puducherry,Total,15-29 years,Person,43,30.7,28.7
Puducherry,Urban,15-29 years,Female,28.1,16.1,42.8
Puducherry,Urban,15-29 years,Male,48.4,37.1,23.4
Puducherry,Urban,15-29 years,Person,39.8,28.2,29.2
Puducherry,Rural,15-59 years,Female,45.9,41.3,9.9
Puducherry,Rural,15-59 years,Male,80.7,74.6,7.6
Puducherry,Rural,15-59 years,Person,64.1,58.7,8.4
Puducherry,Total,15-59 years,Female,36.8,32.8,10.9
Puducherry,Total,15-59 years,Male,79.1,73.7,6.8
Puducherry,Total,15-59 years,Person,58.5,53.8,8.1
Puducherry,Urban,15-59 years,Female,32.6,28.9,11.5
Puducherry,Urban,15-59 years,Male,78.3,73.2,6.5
Puducherry,Urban,15-59 years,Person,55.8,51.4,7.9
Puducherry,Rural,15 years and above,Female,38.7,35.2,9.2
Puducherry,Rural,15 years and above,Male,78,72.7,6.8
Puducherry,Rural,15 years and above,Person,58.2,53.8,7.6
Puducherry,Total,15 years and above,Female,31.6,28.4,10.3
Puducherry,Total,15 years and above,Male,71.6,67,6.4
Puducherry,Total,15 years and above,Person,51.7,47.7,7.6
Puducherry,Urban,15 years and above,Female,28.2,25.1,11
Puducherry,Urban,15 years and above,Male,68.6,64.3,6.2
Puducherry,Urban,15 years and above,Person,48.5,44.8,7.6
Puducherry,Rural,all ages,Female,30.5,27.7,9.2
Puducherry,Rural,all ages,Male,59,54.9,6.8
Puducherry,Rural,all ages,Person,44.9,41.5,7.6
Puducherry,Total,all ages,Female,25.3,22.7,10.3
Puducherry,Total,all ages,Male,54.6,51.1,6.4
Puducherry,Total,all ages,Person,40.4,37.3,7.6
Puducherry,Urban,all ages,Female,22.8,20.3,11
Puducherry,Urban,all ages,Male,52.5,49.3,6.2
Puducherry,Urban,all ages,Person,38.1,35.2,7.6
Andaman,Rural,15-29 years,Female,44.2,16.3,63.1
Andaman,Rural,15-29 years,Male,70.6,56.7,19.7
Andaman,Rural,15-29 years,Person,55.7,33.8,39.2
Andaman,Total,15-29 years,Female,39.4,14.7,62.6
Andaman,Total,15-29 years,Male,72.7,61.2,15.9
Andaman,Total,15-29 years,Person,54.9,36.3,33.9
Andaman,Urban,15-29 years,Female,32,12.4,61.4
Andaman,Urban,15-29 years,Male,75.2,66.3,11.8
Andaman,Urban,15-29 years,Person,53.8,39.6,26.4
Andaman,Rural,15-59 years,Female,34.9,23,34.2
Andaman,Rural,15-59 years,Male,89.8,83.5,6.9
Andaman,Rural,15-59 years,Person,61.3,52.1,15
Andaman,Total,15-59 years,Female,34.9,22.4,35.8
Andaman,Total,15-59 years,Male,89.5,84.6,5.5
Andaman,Total,15-59 years,Person,62.5,53.9,13.8
Andaman,Urban,15-59 years,Female,34.9,21.6,38.2
