State,Residence_Type,Gender,Age group of children in months,Children without any immunisation (%),Fully immunised children (%),Sample number of children
Andhra Pradesh,Rural,girl,12<=AgW=23,0,57.8,110
Andhra Pradesh,Rural,girl,24<=AgW=35,0,96.9,170
Andhra Pradesh,Rural,girl,36<=AgW=47,0,75.6,236
Andhra Pradesh,Rural,girl,48<=Age<-59,0,84.1,170
Andhra Pradesh,Rural,girl,60<=AgW=71,0,99.4,96
Andhra Pradesh,Rural,girl,6<=Age<=11,0,13.7,369
Andhra Pradesh,Rural,girl,all (0-71 months),0.1,73.2,1429
Andhra Pradesh,Total,boy,0<=Age<6,2.9,0,402
Andhra Pradesh,Total,boy,12<=AgW=23,0,79.4,172
Andhra Pradesh,Total,boy,24<=AgW=35,0.1,75.1,253
Andhra Pradesh,Total,boy,36<=AgW=t7,0.1,86.6,347
Andhra Pradesh,Total,boy,48<=Age<-59,0.2,87.3,262
Andhra Pradesh,Total,boy,60<=AgW=71,0.6,82.6,145
Andhra Pradesh,Total,boy,6<=Age<=11,0,30.9,632
Andhra Pradesh,Total,boy,all (0-71 months),0.3,73,2213
Andhra Pradesh,Total,children,0<=Age<6,2.5,0,402
Andhra Pradesh,Total,children,12<=AgW=23,0,76.8,172
Andhra Pradesh,Total,children,24<=AgW=35,0,82.5,253
Andhra Pradesh,Total,children,36<=AgW=t7,0.2,82.7,347
Andhra Pradesh,Total,children,48<=Age<-59,0.1,87.6,262
Andhra Pradesh,Total,children,60<=AgW=71,0.2,93.4,145
Andhra Pradesh,Total,children,6<=Age<=11,0,25.4,632
Andhra Pradesh,Total,children,all (0-71 months),0.3,73.6,2213
Andhra Pradesh,Total,girl,0<=Age<6,2,0,402
Andhra Pradesh,Total,girl,12<=AgW=23,0,71.8,172
Andhra Pradesh,Total,girl,24<=AgW=35,0,89.3,253
Andhra Pradesh,Total,girl,36<=AgW=t7,0.4,77.6,347
Andhra Pradesh,Total,girl,48<=Age<-59,0,88,262
Andhra Pradesh,Total,girl,60<=AgW=71,0,99.2,145
Andhra Pradesh,Total,girl,6<=Age<=11,0,19.1,632
Andhra Pradesh,Total,girl,all (0-71 months),0.2,74.2,2213
Andhra Pradesh,Urban,boy,0<=Age<6,3.8,0,124
Andhra Pradesh,Urban,boy,12<=AgW=23,0,82.4,62
Andhra Pradesh,Urban,boy,24<=AgW=35,0,92.1,83
Andhra Pradesh,Urban,boy,36<=AgW=t7,0,91.7,111
Andhra Pradesh,Urban,boy,48<=Age<-59,0.4,71.9,92
Andhra Pradesh,Urban,boy,60<=AgW=71,2.3,91.4,49
Andhra Pradesh,Urban,boy,6<=Age<=11,0,34.7,263
Andhra Pradesh,Urban,boy,all (0-71 months),0.5,74.4,784
Andhra Pradesh,Urban,children,0<=Age<6,2.7,0,124
Andhra Pradesh,Urban,children,12<=AgW=23,0,86.1,62
Andhra Pradesh,Urban,children,24<=AgW=35,0,83.1,83
Andhra Pradesh,Urban,children,36<=AgW=t7,0.7,88.7,111
Andhra Pradesh,Urban,children,48<=Age<-59,0.2,83.5,92
Andhra Pradesh,Urban,children,60<=AgW=71,1.3,94,49
Andhra Pradesh,Urban,children,6<=Age<=11,0,32.4,263
Andhra Pradesh,Urban,children,all (0-71 months),0.4,75.4,784
Andhra Pradesh,Urban,girl,0<=Age<6,1.1,0,124
Andhra Pradesh,Urban,girl,12<=AgW=23,0,93.2,62
Andhra Pradesh,Urban,girl,24<=AgW=35,0,71.9,83
Andhra Pradesh,Urban,girl,36<=AgW=t7,1.6,85.2,111
Andhra Pradesh,Urban,girl,48<=Age<-59,0,94.1,92
Andhra Pradesh,Urban,girl,60<=AgW=71,0,97.5,49
Andhra Pradesh,Urban,girl,6<=Age<=11,0,30.1,263
Andhra Pradesh,Urban,girl,all (0-71 months),0.3,76.6,784
Karnataka,Rural,boy,0<=AgW6,0.4,0,229
Karnataka,Rural,boy,12<=Age<=23,0,35.5,75
Karnataka,Rural,boy,24<=AgW=35,11.3,60.1,206
Karnataka,Rural,boy,36<=AgWm7,13.2,69.6,260
Karnataka,Rural,boy,48<=Age<=59,23.1,54.7,240
Karnataka,Rural,boy,60<=Age<-71,2,97,85
Karnataka,Rural,boy,6<=AgW=11,0,12.8,393
Karnataka,Rural,boy,all (0-71 months),10.6,54.1,1488
Karnataka,Rural,children,0<=AgW6,0.2,0,229
Karnataka,Rural,children,12<=Age<=23,0.6,46.4,75
Karnataka,Rural,children,24<=AgW=35,5.6,65.8,206
Karnataka,Rural,children,36<=AgWm7,15,68.5,260
Karnataka,Rural,children,48<=Age<=59,21.5,65.6,240
Karnataka,Rural,children,60<=Age<-71,8.8,87.5,85
Karnataka,Rural,children,6<=AgW=11,0,16.1,393
Karnataka,Rural,children,all (0-71 months),10.8,57.5,1488
Karnataka,Rural,girl,0<=AgW6,0,0,229
Karnataka,Rural,girl,12<=Age<=23,1.3,58.9,75
Karnataka,Rural,girl,24<=AgW=35,0.9,70.5,206
Karnataka,Rural,girl,36<=AgWm7,16.5,67.7,260
Karnataka,Rural,girl,48<=Age<=59,20.4,73.9,240
Karnataka,Rural,girl,60<=Age<-71,25.8,63.4,85
Karnataka,Rural,girl,6<=AgW=11,0,19.3,393
Karnataka,Rural,girl,all (0-71 months),11,60.5,1488
Karnataka,Total,boy,0<=AgW6,0.4,0,443
Karnataka,Total,boy,12<=Age<=23,0.2,62.2,127
Karnataka,Total,boy,24<=AgW=35,8.4,63.1,352
Karnataka,Total,boy,36<=AgWm7,12.4,74.1,418
Karnataka,Total,boy,48<=Age<=59,18.8,65.3,389
Karnataka,Total,boy,60<=Age<-71,4.9,94.2,166
Karnataka,Total,boy,6<=AgW=11,0,15.3,742
Karnataka,Total,boy,all (0-71 months),9.2,60.1,2637
Karnataka,Total,children,0<=AgW6,0.2,0,443
Karnataka,Total,children,12<=Age<=23,0.4,66.2,127
Karnataka,Total,children,24<=AgW=35,4.1,67.5,352
Karnataka,Total,children,36<=AgWm7,11.7,73.3,418
Karnataka,Total,children,48<=Age<=59,16.8,72.3,389
Karnataka,Total,children,60<=Age<-71,9,86.4,166
Karnataka,Total,children,6<=AgW=11,0,18.6,742
Karnataka,Total,children,all (0-71 months),8.5,61.7,2637
Karnataka,Total,girl,0<=AgW6,0,0,443
Karnataka,Total,girl,12<=Age<=23,0.6,71,127
Karnataka,Total,girl,24<=AgW=35,0.9,70.8,352
Karnataka,Total,girl,36<=AgWm7,11,72.5,418
Karnataka,Total,girl,48<=Age<=59,15.1,78.1,389
Karnataka,Total,girl,60<=Age<-71,20,65.6,166
Karnataka,Total,girl,6<=AgW=11,0,21.9,742
Karnataka,Total,girl,all (0-71 months),7.8,63.4,2637
Karnataka,Urban,boy,0<=AgW6,0.3,0,214
Karnataka,Urban,boy,12<=Age<=23,0.4,84.5,52
Karnataka,Urban,boy,24<=AgW=35,1,71.1,146
Karnataka,Urban,boy,36<=AgWm7,11.5,79.5,158
Karnataka,Urban,boy,48<=Age<=59,11.3,83.8,149
Karnataka,Urban,boy,60<=Age<-71,9.4,89.8,81
Karnataka,Urban,boy,6<=AgW=11,0,20.1,349
Karnataka,Urban,boy,all (0-71 months),7,69.6,1149
Karnataka,Urban,children,0<=AgW6,0.2,0,214
Karnataka,Urban,children,12<=Age<=23,0.2,83.5,52
Karnataka,Urban,children,24<=AgW=35,0.9,71.3,146
Karnataka,Urban,children,36<=AgWm7,7,79.8,158
Karnataka,Urban,children,48<=Age<=59,7,85.9,149
Karnataka,Urban,children,60<=Age<-71,9.4,84.8,81
Karnataka,Urban,children,6<=AgW=11,0,23.6,349
Karnataka,Urban,children,all (0-71 months),4.5,69.1,1149
Karnataka,Urban,girl,0<=AgW6,0,0,214
Karnataka,Urban,girl,12<=Age<=23,0,82.2,52
Karnataka,Urban,girl,24<=AgW=35,0.9,71.4,146
Karnataka,Urban,girl,36<=AgWm7,2.2,80.1,158
Karnataka,Urban,girl,48<=Age<=59,2.5,88.1,149
Karnataka,Urban,girl,60<=Age<-71,9.3,69.7,81
Karnataka,Urban,girl,6<=AgW=11,0,27.2,349
Karnataka,Urban,girl,all (0-71 months),1.8,68.7,1149
Goa,Rural,boy,0<=AgW6,0,0,15
Goa,Rural,boy,12<=AgW=23,0,2.1,5
Goa,Rural,boy,24<=AgW=35,0,100,7
Goa,Rural,boy,36<=Age<=t7,0,100,8
Goa,Rural,boy,48<=Age<=59,0,100,7
Goa,Rural,boy,60<=Age<=71,0,100,9
Goa,Rural,boy,6<=AgW=11,0,30.7,26
Goa,Rural,boy,all (0-71 months),0,62.5,77
Goa,Rural,children,0<=AgW6,0,0,15
Goa,Rural,children,12<=AgW=23,0,12.5,5
Goa,Rural,children,24<=AgW=35,0,48,7
Goa,Rural,children,36<=Age<=t7,0,98.9,8
Goa,Rural,children,48<=Age<=59,0,100,7
Goa,Rural,children,60<=Age<=71,0,100,9
Goa,Rural,children,6<=AgW=11,0,34.3,26
Goa,Rural,children,all (0-71 months),0,74.4,77
Goa,Rural,girl,0<=AgW6,0,0,15
Goa,Rural,girl,12<=AgW=23,0,36.8,5
Goa,Rural,girl,24<=AgW=35,0,40.2,7
Goa,Rural,girl,36<=Age<=t7,0,98.7,8
Goa,Rural,girl,48<=Age<=59,0,100,7
Goa,Rural,girl,60<=Age<=71,0,100,9
Goa,Rural,girl,6<=AgW=11,0,35.9,26
Goa,Rural,girl,all (0-71 months),0,82.5,77
Goa,Total,boy,0<=AgW6,0,0,41
Goa,Total,boy,12<=AgW=23,0,3.4,11
Goa,Total,boy,24<=AgW=35,0,9.2,21
Goa,Total,boy,36<=Age<=t7,0,76.1,22
Goa,Total,boy,48<=Age<=59,0,85.1,30
Goa,Total,boy,60<=Age<=71,0,88.5,25
Goa,Total,boy,6<=AgW=11,0,10.5,57
Goa,Total,boy,all (0-71 months),0,51.7,207
Goa,Total,children,0<=AgW6,0,0,41
Goa,Total,children,12<=AgW=23,0,17.7,11
Goa,Total,children,24<=AgW=35,0,47.3,21
Goa,Total,children,36<=Age<=t7,0,85.2,22
Goa,Total,children,48<=Age<=59,0,90.7,30
Goa,Total,children,60<=Age<=71,0,75.1,25
Goa,Total,children,6<=AgW=11,0,14.4,57
Goa,Total,children,all (0-71 months),0,59.7,207
Goa,Total,girl,0<=AgW6,0,0,41
Goa,Total,girl,12<=AgW=23,0,55.1,11
Goa,Total,girl,24<=AgW=35,0,84.6,21
Goa,Total,girl,36<=Age<=t7,0,97.7,22
Goa,Total,girl,48<=Age<=59,0,93.6,30
Goa,Total,girl,60<=Age<=71,0,62.3,25
Goa,Total,girl,6<=AgW=11,0,16.6,57
Goa,Total,girl,all (0-71 months),0,67.8,207
Goa,Urban,boy,0<=AgW6,0,0,26
Goa,Urban,boy,12<=AgW=23,0,5.6,6
Goa,Urban,boy,24<=AgW=35,0,7.2,14
Goa,Urban,boy,36<=Age<=t7,0,74.2,14
Goa,Urban,boy,48<=Age<=59,0,83.2,23
Goa,Urban,boy,60<=Age<=71,0,69.3,16
Goa,Urban,boy,6<=AgW=11,0,0,31
Goa,Urban,boy,all (0-71 months),0,45.5,130
Goa,Urban,children,0<=AgW6,0,0,26
Goa,Urban,children,12<=AgW=23,0,27.6,6
Goa,Urban,children,24<=AgW=35,0,47.3,14
Goa,Urban,children,36<=Age<=t7,0,76.3,14
Goa,Urban,children,48<=Age<=59,0,85.5,23
Goa,Urban,children,60<=Age<=71,0,35.4,16
Goa,Urban,children,6<=AgW=11,0,1.1,31
Goa,Urban,children,all (0-71 months),0,48,130
Goa,Urban,girl,0<=AgW6,0,0,26
Goa,Urban,girl,12<=AgW=23,0,100,6
Goa,Urban,girl,24<=AgW=35,0,91.7,14
Goa,Urban,girl,36<=Age<=t7,0,92.7,14
Goa,Urban,girl,48<=Age<=59,0,87.6,23
Goa,Urban,girl,60<=Age<=71,0,4.7,16
Goa,Urban,girl,6<=AgW=11,0,1.9,31
Goa,Urban,girl,all (0-71 months),0,51.4,130
Lakshadweep,Rural,boy,0<=AgW6,0,0,7
Lakshadweep,Rural,boy,12<=AgW=23,0,0,3
Lakshadweep,Rural,boy,24<=AgW=35,0,100,8
Lakshadweep,Rural,boy,36<=Age<=t7,0,79.8,9
Lakshadweep,Rural,boy,48<=Age<=59,0,100,11
Lakshadweep,Rural,boy,60<=Age<=71,0,100,1
Lakshadweep,Rural,boy,6<=AgW=11,0,4.5,11
Lakshadweep,Rural,boy,all (0-71 months),0,57.5,50
Lakshadweep,Rural,children,0<=AgW6,0,0,7
Lakshadweep,Rural,children,12<=AgW=23,0,0,3
Lakshadweep,Rural,children,24<=AgW=35,0,55.4,8
Lakshadweep,Rural,children,36<=Age<=t7,0,89.3,9
Lakshadweep,Rural,children,48<=Age<=59,0,51.4,11
Lakshadweep,Rural,children,60<=Age<=71,0,100,1
Lakshadweep,Rural,children,6<=AgW=11,0,2.4,11
Lakshadweep,Rural,children,all (0-71 months),0,49.7,50
Lakshadweep,Rural,girl,0<=AgW6,0,0,7
Lakshadweep,Rural,girl,12<=AgW=23,0,0,3
Lakshadweep,Rural,girl,24<=AgW=35,0,0,8
Lakshadweep,Rural,girl,36<=Age<=t7,0,90.4,9
Lakshadweep,Rural,girl,48<=Age<=59,0,49.3,11
Lakshadweep,Rural,girl,60<=Age<=71,0,0,1
Lakshadweep,Rural,girl,6<=AgW=11,0,0,11
Lakshadweep,Rural,girl,all (0-71 months),0,45.4,50
Lakshadweep,Total,boy,0<=AgW6,0,0,22
Lakshadweep,Total,boy,12<=AgW=23,0,22.6,12
Lakshadweep,Total,boy,24<=AgW=35,0,100,18
Lakshadweep,Total,boy,36<=Age<=t7,0,90.1,27
Lakshadweep,Total,boy,48<=Age<=59,0,80.8,22
Lakshadweep,Total,boy,60<=Age<=71,0,92.4,7
Lakshadweep,Total,boy,6<=AgW=11,0,3.2,29
Lakshadweep,Total,boy,all (0-71 months),0,68.4,137
Lakshadweep,Total,children,0<=AgW6,0,0,22
Lakshadweep,Total,children,12<=AgW=23,0,32.3,12
Lakshadweep,Total,children,24<=AgW=35,0,80.4,18
Lakshadweep,Total,children,36<=Age<=t7,0,91.2,27
Lakshadweep,Total,children,48<=Age<=59,0,74.3,22
Lakshadweep,Total,children,60<=Age<=71,0,93.6,7
Lakshadweep,Total,children,6<=AgW=11,0,32.6,29
Lakshadweep,Total,children,all (0-71 months),0,70.2,137
Lakshadweep,Total,girl,0<=AgW6,0,0,22
Lakshadweep,Total,girl,12<=AgW=23,0,50.3,12
Lakshadweep,Total,girl,24<=AgW=35,0,72.5,18
Lakshadweep,Total,girl,36<=Age<=t7,0,91.5,27
Lakshadweep,Total,girl,48<=Age<=59,0,66,22
Lakshadweep,Total,girl,60<=Age<=71,0,100,7
Lakshadweep,Total,girl,6<=AgW=11,0,64.3,29
Lakshadweep,Total,girl,all (0-71 months),0,71.7,137
Lakshadweep,Urban,boy,0<=AgW6,0,0,15
Lakshadweep,Urban,boy,12<=AgW=23,0,66.2,9
Lakshadweep,Urban,boy,24<=AgW=35,0,100,10
Lakshadweep,Urban,boy,36<=Age<=t7,0,91.7,18
Lakshadweep,Urban,boy,48<=Age<=59,0,80.4,11
Lakshadweep,Urban,boy,60<=Age<=71,0,92.2,6
Lakshadweep,Urban,boy,6<=AgW=11,0,2.6,18
Lakshadweep,Urban,boy,all (0-71 months),0,72,87
Lakshadweep,Urban,children,0<=AgW6,0,0,15
Lakshadweep,Urban,children,12<=AgW=23,0,67.6,9
Lakshadweep,Urban,children,24<=AgW=35,0,99.4,10
Lakshadweep,Urban,children,36<=Age<=t7,0,92,18
Lakshadweep,Urban,children,48<=Age<=59,0,83.8,11
Lakshadweep,Urban,children,60<=Age<=71,0,93.4,6
Lakshadweep,Urban,children,6<=AgW=11,0,44.2,18
Lakshadweep,Urban,children,all (0-71 months),0,79.7,87
Lakshadweep,Urban,girl,0<=AgW6,0,0,15
Lakshadweep,Urban,girl,12<=AgW=23,0,68.8,9
Lakshadweep,Urban,girl,24<=AgW=35,0,99.4,10
Lakshadweep,Urban,girl,36<=Age<=t7,0,92.1,18
Lakshadweep,Urban,girl,48<=Age<=59,0,95.4,11
Lakshadweep,Urban,girl,60<=Age<=71,0,100,6
Lakshadweep,Urban,girl,6<=AgW=11,0,88.6,18
Lakshadweep,Urban,girl,all (0-71 months),0,86.9,87
Kerala,Rural,boy,0<=Age<6,0,0,265
Kerala,Rural,boy,12<=Age<=23,0,79.4,111
Kerala,Rural,boy,24<=AgW=35,0,86.6,170
Kerala,Rural,boy,36<=AgW=t7,0.1,88.7,144
Kerala,Rural,boy,48<=Age<=59,1,93.2,207
Kerala,Rural,boy,60<=Age<=71,0,96.1,124
Kerala,Rural,boy,6<=Age<=11,0,25.1,349
Kerala,Rural,boy,all (0-71 months),0.3,77.6,1370
Kerala,Rural,children,0<=Age<6,0,0,265
Kerala,Rural,children,12<=Age<=23,0,82,111
Kerala,Rural,children,24<=AgW=35,0,82.1,170
Kerala,Rural,children,36<=AgW=t7,0.1,87.6,144
Kerala,Rural,children,48<=Age<=59,1.7,90.1,207
Kerala,Rural,children,60<=Age<=71,0,92.2,124
Kerala,Rural,children,6<=Age<=11,0,21.9,349
Kerala,Rural,children,all (0-71 months),0.4,74.4,1370
Kerala,Rural,girl,0<=Age<6,0,0,265
Kerala,Rural,girl,12<=Age<=23,0,83.9,111
Kerala,Rural,girl,24<=AgW=35,0,76.7,170
Kerala,Rural,girl,36<=AgW=t7,0,86.5,144
Kerala,Rural,girl,48<=Age<=59,2.7,86,207
Kerala,Rural,girl,60<=Age<=71,0,88.5,124
Kerala,Rural,girl,6<=Age<=11,0,19.1,349
Kerala,Rural,girl,all (0-71 months),0.5,71,1370
Kerala,Total,boy,0<=Age<6,0.3,0,465
Kerala,Total,boy,12<=Age<=23,0,72.5,207
Kerala,Total,boy,24<=AgW=35,0,86.9,301
Kerala,Total,boy,36<=AgW=t7,0.1,87.3,300
Kerala,Total,boy,48<=Age<=59,1.1,93.8,353
Kerala,Total,boy,60<=Age<=71,0,95.5,228
Kerala,Total,boy,6<=Age<=11,0,26.4,636
Kerala,Total,boy,all (0-71 months),0.3,75.8,2490
Kerala,Total,children,0<=Age<6,0.3,0,465
Kerala,Total,children,12<=Age<=23,0,71,207
Kerala,Total,children,24<=AgW=35,0,82.8,301
Kerala,Total,children,36<=AgW=t7,0,88.4,300
Kerala,Total,children,48<=Age<=59,1.5,88.6,353
Kerala,Total,children,60<=Age<=71,0,93.2,228
Kerala,Total,children,6<=Age<=11,0,23.3,636
Kerala,Total,children,all (0-71 months),0.3,72.8,2490
Kerala,Total,girl,0<=Age<6,0.2,0,465
Kerala,Total,girl,12<=Age<=23,0,69.5,207
Kerala,Total,girl,24<=AgW=35,0,77.6,301
Kerala,Total,girl,36<=AgW=t7,0,89.3,300
Kerala,Total,girl,48<=Age<=59,2.1,82.1,353
Kerala,Total,girl,60<=Age<=71,0,91,228
Kerala,Total,girl,6<=Age<=11,0,20.3,636
Kerala,Total,girl,all (0-71 months),0.4,69.6,2490
Kerala,Urban,boy,0<=Age<6,0.7,0,200
Kerala,Urban,boy,12<=Age<=23,0,67,96
Kerala,Urban,boy,24<=AgW=35,0,87.2,131
Kerala,Urban,boy,36<=AgW=t7,0,85.7,156
Kerala,Urban,boy,48<=Age<=59,1.1,95,146
Kerala,Urban,boy,60<=Age<=71,0,94.5,104
Kerala,Urban,boy,6<=Age<=11,0,27.5,287
Kerala,Urban,boy,all (0-71 months),0.2,73.3,1120
Kerala,Urban,children,0<=Age<6,0.7,0,200
Kerala,Urban,children,12<=Age<=23,0,59,96
Kerala,Urban,children,24<=AgW=35,0,83.8,131
Kerala,Urban,children,36<=AgW=t7,0,89.2,156
Kerala,Urban,children,48<=Age<=59,1.2,86.1,146
Kerala,Urban,children,60<=Age<=71,0,94.9,104
Kerala,Urban,children,6<=Age<=11,0,24.8,287
Kerala,Urban,children,all (0-71 months),0.3,70.7,1120
Kerala,Urban,girl,0<=Age<6,0.6,0,200
Kerala,Urban,girl,12<=Age<=23,0,47.4,96
Kerala,Urban,girl,24<=AgW=35,0,79,131
Kerala,Urban,girl,36<=AgW=t7,0,92,156
Kerala,Urban,girl,48<=Age<=59,1.2,76.5,146
Kerala,Urban,girl,60<=Age<=71,0,95.2,104
Kerala,Urban,girl,6<=Age<=11,0,21.8,287
Kerala,Urban,girl,all (0-71 months),0.3,67.7,1120
Tamil Nadu,Rural,boy,0<=AgW6,0.2,0,411
Tamil Nadu,Rural,boy,12<=Age<=23,1.4,28.8,129
Tamil Nadu,Rural,boy,24<=AgW=35,0.6,77.3,240
Tamil Nadu,Rural,boy,36<=AgWm7,25,65.6,267
Tamil Nadu,Rural,boy,48<=Age<=59,4.5,59.8,231
Tamil Nadu,Rural,boy,60<=Age<-71,2.6,85.5,147
Tamil Nadu,Rural,boy,6<=AgW=11,0,24.2,519
Tamil Nadu,Rural,boy,all (0-71 months),7.1,54.6,1944
Tamil Nadu,Rural,children,0<=AgW6,0.1,0,411
Tamil Nadu,Rural,children,12<=Age<=23,0.7,40.9,129
Tamil Nadu,Rural,children,24<=AgW=35,4,62.7,240
Tamil Nadu,Rural,children,36<=AgWm7,18.1,71.1,267
Tamil Nadu,Rural,children,48<=Age<=59,7.5,68.5,231
Tamil Nadu,Rural,children,60<=Age<-71,8.9,84.3,147
Tamil Nadu,Rural,children,6<=AgW=11,0,23.9,519
Tamil Nadu,Rural,children,all (0-71 months),6.9,57.3,1944
Tamil Nadu,Rural,girl,0<=AgW6,0,0,411
Tamil Nadu,Rural,girl,12<=Age<=23,0,53.6,129
Tamil Nadu,Rural,girl,24<=AgW=35,6.4,52.4,240
Tamil Nadu,Rural,girl,36<=AgWm7,8.5,78.8,267
Tamil Nadu,Rural,girl,48<=Age<=59,10.2,76.8,231
Tamil Nadu,Rural,girl,60<=Age<-71,14.4,83.3,147
Tamil Nadu,Rural,girl,6<=AgW=11,0,23.5,519
Tamil Nadu,Rural,girl,all (0-71 months),6.8,59.9,1944
Tamil Nadu,Total,boy,0<=AgW6,0.1,0,695
Tamil Nadu,Total,boy,12<=Age<=23,1.1,49.5,226
Tamil Nadu,Total,boy,24<=AgW=35,2.7,67.6,420
Tamil Nadu,Total,boy,36<=AgWm7,16,70.5,456
Tamil Nadu,Total,boy,48<=Age<=59,3.8,65,383
Tamil Nadu,Total,boy,60<=Age<-71,7.9,84.9,271
Tamil Nadu,Total,boy,6<=AgW=11,0,24,977
Tamil Nadu,Total,boy,all (0-71 months),5.8,58.4,3428
Tamil Nadu,Total,children,0<=AgW6,0.1,0,695
Tamil Nadu,Total,children,12<=Age<=23,0.6,50.3,226
Tamil Nadu,Total,children,24<=AgW=35,4.7,61.8,420
Tamil Nadu,Total,children,36<=AgWm7,16.2,65.4,456
Tamil Nadu,Total,children,48<=Age<=59,7.6,70.6,383
Tamil Nadu,Total,children,60<=Age<-71,11,82.9,271
Tamil Nadu,Total,children,6<=AgW=11,0,27.3,977
Tamil Nadu,Total,children,all (0-71 months),7.1,57.5,3428
Tamil Nadu,Total,girl,0<=AgW6,0.2,0,695
Tamil Nadu,Total,girl,12<=Age<=23,0,51,226
Tamil Nadu,Total,girl,24<=AgW=35,6.5,56.4,420
Tamil Nadu,Total,girl,36<=AgWm7,16.3,60,456
Tamil Nadu,Total,girl,48<=Age<=59,11,75.6,383
Tamil Nadu,Total,girl,60<=Age<-71,14.3,80.7,271
Tamil Nadu,Total,girl,6<=AgW=11,0,30.8,977
Tamil Nadu,Total,girl,all (0-71 months),8.4,56.6,3428
Tamil Nadu,Urban,boy,0<=AgW6,0,0,284
Tamil Nadu,Urban,boy,12<=AgH=23,0.7,86.1,97
Tamil Nadu,Urban,boy,24<=AgW=35,5.3,55.6,180
Tamil Nadu,Urban,boy,36<=AgWm7,1.1,78.8,189
Tamil Nadu,Urban,boy,48<=Age<=59,2,77.7,152
Tamil Nadu,Urban,boy,60<=Age<-71,12.9,84.3,124
Tamil Nadu,Urban,boy,6<=AgW=11,0,23.7,458
Tamil Nadu,Urban,boy,all (0-71 months),3.9,64,1484
Tamil Nadu,Urban,children,0<=AgW6,0.2,0,284
Tamil Nadu,Urban,children,12<=AgH=23,0.3,65,97
Tamil Nadu,Urban,children,24<=AgW=35,5.9,60.1,180
Tamil Nadu,Urban,children,36<=AgWm7,13.8,58.4,189
Tamil Nadu,Urban,children,48<=Age<=59,8,75.1,152
Tamil Nadu,Urban,children,60<=Age<-71,13.4,81.2,124
Tamil Nadu,Urban,children,6<=AgW=11,0,31.1,458
Tamil Nadu,Urban,children,all (0-71 months),7.4,57.8,1484
Tamil Nadu,Urban,girl,0<=AgW6,0.4,0,284
Tamil Nadu,Urban,girl,12<=AgH=23,0,47.1,97
Tamil Nadu,Urban,girl,24<=AgW=35,7,67.3,180
Tamil Nadu,Urban,girl,36<=AgWm7,23.3,43.1,189
Tamil Nadu,Urban,girl,48<=Age<=59,12.4,73.2,152
Tamil Nadu,Urban,girl,60<=Age<-71,14.1,76.7,124
Tamil Nadu,Urban,girl,6<=AgW=11,0,37.6,458
Tamil Nadu,Urban,girl,all (0-71 months),10.8,51.8,1484
Puducherry,Rural,boy,0<=AgW6,0,0,16
Puducherry,Rural,boy,12<=AgW=23,0,0,2
Puducherry,Rural,boy,24<=Age<=35,0,0,5
Puducherry,Rural,boy,36<=Age<=47,0,0,8
Puducherry,Rural,boy,48<=AgW=59,0,15.7,12
Puducherry,Rural,boy,60<=AgW=71,0,100,3
Puducherry,Rural,boy,6<=AgW=11,0,0,17
Puducherry,Rural,boy,all (0-71 months),0,28.2,63
Puducherry,Rural,children,0<=AgW6,0,0,16
Puducherry,Rural,children,12<=AgW=23,0,0,2
Puducherry,Rural,children,24<=Age<=35,0,0,5
Puducherry,Rural,children,36<=Age<=47,0,1.2,8
Puducherry,Rural,children,48<=AgW=59,0,13.1,12
Puducherry,Rural,children,60<=AgW=71,0,100,3
Puducherry,Rural,children,6<=AgW=11,0,0,17
Puducherry,Rural,children,all (0-71 months),0,29.1,63
Puducherry,Rural,girl,0<=AgW6,0,0,16
Puducherry,Rural,girl,12<=AgW=23,0,0,2
Puducherry,Rural,girl,24<=Age<=35,0,0,5
Puducherry,Rural,girl,36<=Age<=47,0,1.2,8
Puducherry,Rural,girl,48<=AgW=59,0,11.6,12
Puducherry,Rural,girl,60<=AgW=71,0,100,3
Puducherry,Rural,girl,6<=AgW=11,0,0,17
Puducherry,Rural,girl,all (0-71 months),0,29.4,63
Puducherry,Total,boy,0<=AgW6,2.3,0,59
Puducherry,Total,boy,12<=AgW=23,0,11.3,16
Puducherry,Total,boy,24<=Age<=35,0,44.3,24
Puducherry,Total,boy,36<=Age<=47,0,67,42
Puducherry,Total,boy,48<=AgW=59,0,16.4,31
Puducherry,Total,boy,60<=AgW=71,0,34.9,12
Puducherry,Total,boy,6<=AgW=11,0,0,81
Puducherry,Total,boy,all (0-71 months),0.2,32.1,265
Puducherry,Total,children,0<=AgW6,1.1,0,59
Puducherry,Total,children,12<=AgW=23,0,58.6,16
Puducherry,Total,children,24<=Age<=35,0,38.2,24
Puducherry,Total,children,36<=Age<=47,0,25.5,42
Puducherry,Total,children,48<=AgW=59,0,40.9,31
Puducherry,Total,children,60<=AgW=71,0,60.7,12
Puducherry,Total,children,6<=AgW=11,0,0.6,81
Puducherry,Total,children,all (0-71 months),0.1,34.1,265
Puducherry,Total,girl,0<=AgW6,0,0,59
Puducherry,Total,girl,12<=AgW=23,0,76,16
Puducherry,Total,girl,24<=Age<=35,0,19.4,24
Puducherry,Total,girl,36<=Age<=47,0,4,42
Puducherry,Total,girl,48<=AgW=59,0,52.2,31
Puducherry,Total,girl,60<=AgW=71,0,74.9,12
Puducherry,Total,girl,6<=AgW=11,0,0.8,81
Puducherry,Total,girl,all (0-71 months),0,35.4,265
