State,Residence_Type,Gender,Course type,Distribution of students pursuing various courses (%)
Gujarat,Rural,Person,all (incl. n.r.),100
Gujarat,Rural,Person,commerce,6
Gujarat,Rural,Person,courses from ITI/ recognised vocational institutes,1
Gujarat,Rural,Person,engineering,0.8
Gujarat,Rural,Person,humanities,6.1
Gujarat,Rural,Person,IT/ computer courses,0.2
Gujarat,Rural,Person,law,0
Gujarat,Rural,Person,management,0
Gujarat,Rural,Person,medicine,0.1
Gujarat,Rural,Person,others*,0.8
Gujarat,Rural,Person,science,1.9
Gujarat,Rural,Person,up to X,83
Gujarat,Total,Female,all (incl. n.r.),100
Gujarat,Total,Female,commerce,8.1
Gujarat,Total,Female,courses from ITI/ recognised vocational institutes,0.2
Gujarat,Total,Female,engineering,0.8
Gujarat,Total,Female,humanities,5.1
Gujarat,Total,Female,IT/ computer courses,0.5
Gujarat,Total,Female,law,0.1
Gujarat,Total,Female,management,0.2
Gujarat,Total,Female,medicine,0.6
Gujarat,Total,Female,others*,0.8
Gujarat,Total,Female,science,1.8
Gujarat,Total,Female,up to X,81.9
Gujarat,Total,Male,all (incl. n.r.),100
Gujarat,Total,Male,commerce,8.9
Gujarat,Total,Male,courses from ITI/ recognised vocational institutes,1.5
Gujarat,Total,Male,engineering,2.7
Gujarat,Total,Male,humanities,4.3
Gujarat,Total,Male,IT/ computer courses,0.5
Gujarat,Total,Male,law,0.1
Gujarat,Total,Male,management,0.2
Gujarat,Total,Male,medicine,0.1
Gujarat,Total,Male,others*,1
Gujarat,Total,Male,science,2.6
Gujarat,Total,Male,up to X,78.1
Gujarat,Total,Person,all (incl. n.r.),100
Gujarat,Total,Person,commerce,8.5
Gujarat,Total,Person,courses from ITI/ recognised vocational institutes,0.9
Gujarat,Total,Person,engineering,1.9
Gujarat,Total,Person,humanities,4.6
Gujarat,Total,Person,IT/ computer courses,0.5
Gujarat,Total,Person,law,0.1
Gujarat,Total,Person,management,0.2
Gujarat,Total,Person,medicine,0.3
Gujarat,Total,Person,others*,0.9
Gujarat,Total,Person,science,2.3
Gujarat,Total,Person,up to X,79.7
Gujarat,Urban,Female,all (incl. n.r.),100
Gujarat,Urban,Female,commerce,13.3
Gujarat,Urban,Female,courses from ITI/ recognised vocational institutes,0.2
Gujarat,Urban,Female,engineering,1.8
Gujarat,Urban,Female,humanities,2.7
Gujarat,Urban,Female,IT/ computer courses,0.9
Gujarat,Urban,Female,law,0.2
Gujarat,Urban,Female,management,0.5
Gujarat,Urban,Female,medicine,1.2
Gujarat,Urban,Female,others*,1.1
Gujarat,Urban,Female,science,3
Gujarat,Urban,Female,up to X,74.9
Gujarat,Urban,Male,all (incl. n.r.),100
Gujarat,Urban,Male,commerce,12
Gujarat,Urban,Male,courses from ITI/ recognised vocational institutes,1.2
Gujarat,Urban,Male,engineering,4.8
Gujarat,Urban,Male,humanities,2.2
Gujarat,Urban,Male,IT/ computer courses,0.8
Gujarat,Urban,Male,law,0.1
Gujarat,Urban,Male,management,0.5
Gujarat,Urban,Male,medicine,0.2
Gujarat,Urban,Male,others*,1.1
Gujarat,Urban,Male,science,2.6
Gujarat,Urban,Male,up to X,74.4
Gujarat,Urban,Person,all (incl. n.r.),100
Gujarat,Urban,Person,commerce,12.5
Gujarat,Urban,Person,courses from ITI/ recognised vocational institutes,0.8
Gujarat,Urban,Person,engineering,3.6
Gujarat,Urban,Person,humanities,2.4
Gujarat,Urban,Person,IT/ computer courses,0.9
Gujarat,Urban,Person,law,0.1
Gujarat,Urban,Person,management,0.5
Gujarat,Urban,Person,medicine,0.6
Gujarat,Urban,Person,others*,1.1
Gujarat,Urban,Person,science,2.8
Gujarat,Urban,Person,up to X,74.6
Maharashtra,Rural,Female,all (incl. n.r.),100
Maharashtra,Rural,Female,commerce,4.5
Maharashtra,Rural,Female,courses from ITI/ recognised vocational institutes,0.3
Maharashtra,Rural,Female,engineering,0.7
Maharashtra,Rural,Female,humanities,11.5
Maharashtra,Rural,Female,IT/ computer courses,0.2
Maharashtra,Rural,Female,law,0
Maharashtra,Rural,Female,management,0.1
Maharashtra,Rural,Female,medicine,0.3
Maharashtra,Rural,Female,others*,0.5
Maharashtra,Rural,Female,science,3.8
Maharashtra,Rural,Female,up to X,78.1
Maharashtra,Rural,Male,all (incl. n.r.),100
Maharashtra,Rural,Male,commerce,4
Maharashtra,Rural,Male,courses from ITI/ recognised vocational institutes,0.9
Maharashtra,Rural,Male,engineering,2.2
Maharashtra,Rural,Male,humanities,13.6
Maharashtra,Rural,Male,IT/ computer courses,0.6
Maharashtra,Rural,Male,law,0
Maharashtra,Rural,Male,management,0.1
Maharashtra,Rural,Male,medicine,0.3
Maharashtra,Rural,Male,others*,0.8
Maharashtra,Rural,Male,science,7
Maharashtra,Rural,Male,up to X,70.6
Maharashtra,Rural,Person,all (incl. n.r.),100
Maharashtra,Rural,Person,commerce,4.2
Maharashtra,Rural,Person,courses from ITI/ recognised vocational institutes,0.7
Maharashtra,Rural,Person,engineering,1.5
Maharashtra,Rural,Person,humanities,12.7
Maharashtra,Rural,Person,IT/ computer courses,0.4
Maharashtra,Rural,Person,law,0
Maharashtra,Rural,Person,management,0.1
Maharashtra,Rural,Person,medicine,0.3
Maharashtra,Rural,Person,others*,0.7
Maharashtra,Rural,Person,science,5.6
Maharashtra,Rural,Person,up to X,73.8
Maharashtra,Total,Female,all (incl. n.r.),100
Maharashtra,Total,Female,commerce,6.4
Maharashtra,Total,Female,courses from ITI/ recognised vocational institutes,0.3
Maharashtra,Total,Female,engineering,1.6
Maharashtra,Total,Female,humanities,8.5
Maharashtra,Total,Female,IT/ computer courses,0.4
Maharashtra,Total,Female,law,0.1
Maharashtra,Total,Female,management,0.4
Maharashtra,Total,Female,medicine,0.6
Maharashtra,Total,Female,others*,1
Maharashtra,Total,Female,science,4.8
Maharashtra,Total,Female,up to X,75.9
Maharashtra,Total,Male,all (incl. n.r.),100
Maharashtra,Total,Male,commerce,5.9
Maharashtra,Total,Male,courses from ITI/ recognised vocational institutes,0.9
Maharashtra,Total,Male,engineering,3.5
Maharashtra,Total,Male,humanities,10
Maharashtra,Total,Male,IT/ computer courses,0.6
Maharashtra,Total,Male,law,0.1
Maharashtra,Total,Male,management,0.4
Maharashtra,Total,Male,medicine,0.3
Maharashtra,Total,Male,others*,1.1
Maharashtra,Total,Male,science,6.7
Maharashtra,Total,Male,up to X,70.5
Maharashtra,Total,Person,all (incl. n.r.),100
Maharashtra,Total,Person,commerce,6.1
Maharashtra,Total,Person,courses from ITI/ recognised vocational institutes,0.6
Maharashtra,Total,Person,engineering,2.7
Maharashtra,Total,Person,humanities,9.3
Maharashtra,Total,Person,IT/ computer courses,0.5
Maharashtra,Total,Person,law,0.1
Maharashtra,Total,Person,management,0.4
Maharashtra,Total,Person,medicine,0.4
Maharashtra,Total,Person,others*,1
Maharashtra,Total,Person,science,5.9
Maharashtra,Total,Person,up to X,72.8
Maharashtra,Urban,Female,all (incl. n.r.),100
Maharashtra,Urban,Female,commerce,8.9
Maharashtra,Urban,Female,courses from ITI/ recognised vocational institutes,0.3
Maharashtra,Urban,Female,engineering,2.8
Maharashtra,Urban,Female,humanities,4.6
Maharashtra,Urban,Female,IT/ computer courses,0.6
Maharashtra,Urban,Female,law,0.2
Maharashtra,Urban,Female,management,0.8
Maharashtra,Urban,Female,medicine,0.9
Maharashtra,Urban,Female,others*,1.6
Maharashtra,Urban,Female,science,6.1
Maharashtra,Urban,Female,up to X,73.2
Maharashtra,Urban,Male,all (incl. n.r.),100
Maharashtra,Urban,Male,commerce,8.4
Maharashtra,Urban,Male,courses from ITI/ recognised vocational institutes,0.8
Maharashtra,Urban,Male,engineering,5.3
Maharashtra,Urban,Male,humanities,5.2
Maharashtra,Urban,Male,IT/ computer courses,0.6
Maharashtra,Urban,Male,law,0.3
Maharashtra,Urban,Male,management,0.9
Maharashtra,Urban,Male,medicine,0.4
Maharashtra,Urban,Male,others*,1.4
Maharashtra,Urban,Male,science,6.4
Maharashtra,Urban,Male,up to X,70.4
Maharashtra,Urban,Person,all (incl. n.r.),100
Maharashtra,Urban,Person,commerce,8.6
Maharashtra,Urban,Person,courses from ITI/ recognised vocational institutes,0.6
Maharashtra,Urban,Person,engineering,4.2
Maharashtra,Urban,Person,humanities,4.9
Maharashtra,Urban,Person,IT/ computer courses,0.6
Maharashtra,Urban,Person,law,0.2
Maharashtra,Urban,Person,management,0.8
Maharashtra,Urban,Person,medicine,0.6
Maharashtra,Urban,Person,others*,1.5
Maharashtra,Urban,Person,science,6.3
Maharashtra,Urban,Person,up to X,71.6
Andhra Pradesh,Rural,Female,all (incl. n.r.),100
Andhra Pradesh,Rural,Female,commerce,3.1
Andhra Pradesh,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Andhra Pradesh,Rural,Female,engineering,1.7
Andhra Pradesh,Rural,Female,humanities,1.8
Andhra Pradesh,Rural,Female,IT/ computer courses,0.8
Andhra Pradesh,Rural,Female,law,0
Andhra Pradesh,Rural,Female,management,0.7
Andhra Pradesh,Rural,Female,medicine,0.2
Andhra Pradesh,Rural,Female,others*,0.6
Andhra Pradesh,Rural,Female,science,10.5
Andhra Pradesh,Rural,Female,up to X,80.4
Andhra Pradesh,Rural,Male,all (incl. n.r.),100
Andhra Pradesh,Rural,Male,commerce,5.9
Andhra Pradesh,Rural,Male,courses from ITI/ recognised vocational institutes,1.6
Andhra Pradesh,Rural,Male,engineering,3.5
Andhra Pradesh,Rural,Male,humanities,2.2
Andhra Pradesh,Rural,Male,IT/ computer courses,0.7
Andhra Pradesh,Rural,Male,law,0
Andhra Pradesh,Rural,Male,management,0.2
Andhra Pradesh,Rural,Male,medicine,0
Andhra Pradesh,Rural,Male,others*,0.4
Andhra Pradesh,Rural,Male,science,9.6
Andhra Pradesh,Rural,Male,up to X,75.8
Andhra Pradesh,Rural,Person,all (incl. n.r.),100
Andhra Pradesh,Rural,Person,commerce,4.6
Andhra Pradesh,Rural,Person,courses from ITI/ recognised vocational institutes,0.9
Andhra Pradesh,Rural,Person,engineering,2.7
Andhra Pradesh,Rural,Person,humanities,2
Andhra Pradesh,Rural,Person,IT/ computer courses,0.8
Andhra Pradesh,Rural,Person,law,0
Andhra Pradesh,Rural,Person,management,0.4
Andhra Pradesh,Rural,Person,medicine,0.1
Andhra Pradesh,Rural,Person,others*,0.5
Andhra Pradesh,Rural,Person,science,10
Andhra Pradesh,Rural,Person,up to X,77.9
Andhra Pradesh,Total,Female,all (incl. n.r.),100
Andhra Pradesh,Total,Female,commerce,3.5
Andhra Pradesh,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Andhra Pradesh,Total,Female,engineering,3.1
Andhra Pradesh,Total,Female,humanities,2.5
Andhra Pradesh,Total,Female,IT/ computer courses,1.4
Andhra Pradesh,Total,Female,law,0.1
Andhra Pradesh,Total,Female,management,0.5
Andhra Pradesh,Total,Female,medicine,0.6
Andhra Pradesh,Total,Female,others*,1.4
Andhra Pradesh,Total,Female,science,11.4
Andhra Pradesh,Total,Female,up to X,75.2
Andhra Pradesh,Total,Male,all (incl. n.r.),100
Andhra Pradesh,Total,Male,commerce,5
Andhra Pradesh,Total,Male,courses from ITI/ recognised vocational institutes,1.4
Andhra Pradesh,Total,Male,engineering,5.5
Andhra Pradesh,Total,Male,humanities,1.9
Andhra Pradesh,Total,Male,IT/ computer courses,0.7
Andhra Pradesh,Total,Male,law,0
Andhra Pradesh,Total,Male,management,0.2
Andhra Pradesh,Total,Male,medicine,0.1
Andhra Pradesh,Total,Male,others*,0.6
Andhra Pradesh,Total,Male,science,11.8
Andhra Pradesh,Total,Male,up to X,72.7
Andhra Pradesh,Total,Person,all (incl. n.r.),100
Andhra Pradesh,Total,Person,commerce,4.3
Andhra Pradesh,Total,Person,courses from ITI/ recognised vocational institutes,0.8
Andhra Pradesh,Total,Person,engineering,4.4
Andhra Pradesh,Total,Person,humanities,2.2
Andhra Pradesh,Total,Person,IT/ computer courses,1
Andhra Pradesh,Total,Person,law,0.1
Andhra Pradesh,Total,Person,management,0.4
Andhra Pradesh,Total,Person,medicine,0.3
Andhra Pradesh,Total,Person,others*,1
Andhra Pradesh,Total,Person,science,11.6
Andhra Pradesh,Total,Person,up to X,73.9
Andhra Pradesh,Urban,Female,all (incl. n.r.),100
Andhra Pradesh,Urban,Female,commerce,4.1
Andhra Pradesh,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Andhra Pradesh,Urban,Female,engineering,5.4
Andhra Pradesh,Urban,Female,humanities,3.7
Andhra Pradesh,Urban,Female,IT/ computer courses,2.4
Andhra Pradesh,Urban,Female,law,0.3
Andhra Pradesh,Urban,Female,management,0.3
Andhra Pradesh,Urban,Female,medicine,1.2
Andhra Pradesh,Urban,Female,others*,2.8
Andhra Pradesh,Urban,Female,science,12.9
Andhra Pradesh,Urban,Female,up to X,66.7
Andhra Pradesh,Urban,Male,all (incl. n.r.),100
Andhra Pradesh,Urban,Male,commerce,3.5
Andhra Pradesh,Urban,Male,courses from ITI/ recognised vocational institutes,1
Andhra Pradesh,Urban,Male,engineering,8.9
Andhra Pradesh,Urban,Male,humanities,1.4
Andhra Pradesh,Urban,Male,IT/ computer courses,0.5
Andhra Pradesh,Urban,Male,law,0
Andhra Pradesh,Urban,Male,management,0.3
Andhra Pradesh,Urban,Male,medicine,0.3
Andhra Pradesh,Urban,Male,others*,0.9
Andhra Pradesh,Urban,Male,science,15.7
Andhra Pradesh,Urban,Male,up to X,67.4
Andhra Pradesh,Urban,Person,all (incl. n.r.),100
Andhra Pradesh,Urban,Person,commerce,3.8
Andhra Pradesh,Urban,Person,courses from ITI/ recognised vocational institutes,0.6
Andhra Pradesh,Urban,Person,engineering,7.3
Andhra Pradesh,Urban,Person,humanities,2.5
Andhra Pradesh,Urban,Person,IT/ computer courses,1.4
Andhra Pradesh,Urban,Person,law,0.2
Andhra Pradesh,Urban,Person,management,0.3
Andhra Pradesh,Urban,Person,medicine,0.7
Andhra Pradesh,Urban,Person,others*,1.8
Andhra Pradesh,Urban,Person,science,14.4
Andhra Pradesh,Urban,Person,up to X,67.1
Karnataka,Rural,Female,all (incl. n.r.),100
Karnataka,Rural,Female,commerce,7.5
Karnataka,Rural,Female,courses from ITI/ recognised vocational institutes,0.7
Karnataka,Rural,Female,engineering,0.6
Karnataka,Rural,Female,humanities,5.3
Karnataka,Rural,Female,IT/ computer courses,0.2
Karnataka,Rural,Female,law,0.1
Karnataka,Rural,Female,management,0.1
Karnataka,Rural,Female,medicine,0.5
Karnataka,Rural,Female,others*,0.6
Karnataka,Rural,Female,science,1.5
Karnataka,Rural,Female,up to X,82.7
Karnataka,Rural,Male,all (incl. n.r.),100
Karnataka,Rural,Male,commerce,7
Karnataka,Rural,Male,courses from ITI/ recognised vocational institutes,2.3
Karnataka,Rural,Male,engineering,1.4
Karnataka,Rural,Male,humanities,7.3
Karnataka,Rural,Male,IT/ computer courses,0.6
Karnataka,Rural,Male,law,0
Karnataka,Rural,Male,management,0
Karnataka,Rural,Male,medicine,0.1
Karnataka,Rural,Male,others*,0.7
Karnataka,Rural,Male,science,2.1
Karnataka,Rural,Male,up to X,78.4
Karnataka,Rural,Person,all (incl. n.r.),100
Karnataka,Rural,Person,commerce,7.2
Karnataka,Rural,Person,courses from ITI/ recognised vocational institutes,1.6
Karnataka,Rural,Person,engineering,1.1
Karnataka,Rural,Person,humanities,6.5
Karnataka,Rural,Person,IT/ computer courses,0.4
Karnataka,Rural,Person,law,0
Karnataka,Rural,Person,management,0.1
Karnataka,Rural,Person,medicine,0.3
Karnataka,Rural,Person,others*,0.7
Karnataka,Rural,Person,science,1.9
Karnataka,Rural,Person,up to X,80.2
Karnataka,Total,Female,all (incl. n.r.),100
Karnataka,Total,Female,commerce,7.4
Karnataka,Total,Female,courses from ITI/ recognised vocational institutes,0.6
Karnataka,Total,Female,engineering,2.3
Karnataka,Total,Female,humanities,6.1
Karnataka,Total,Female,IT/ computer courses,0.3
Karnataka,Total,Female,law,0.1
Karnataka,Total,Female,management,0.3
Karnataka,Total,Female,medicine,0.5
Karnataka,Total,Female,others*,0.8
Karnataka,Total,Female,science,3.8
Karnataka,Total,Female,up to X,77.7
Karnataka,Total,Male,all (incl. n.r.),100
Karnataka,Total,Male,commerce,7
Karnataka,Total,Male,courses from ITI/ recognised vocational institutes,2.1
Karnataka,Total,Male,engineering,4
Karnataka,Total,Male,humanities,5.7
Karnataka,Total,Male,IT/ computer courses,0.5
Karnataka,Total,Male,law,0
Karnataka,Total,Male,management,0.3
Karnataka,Total,Male,medicine,0.3
Karnataka,Total,Male,others*,1
Karnataka,Total,Male,science,3.5
Karnataka,Total,Male,up to X,75.4
Karnataka,Total,Person,all (incl. n.r.),100
Karnataka,Total,Person,commerce,7.2
Karnataka,Total,Person,courses from ITI/ recognised vocational institutes,1.5
Karnataka,Total,Person,engineering,3.3
Karnataka,Total,Person,humanities,5.9
Karnataka,Total,Person,IT/ computer courses,0.4
Karnataka,Total,Person,law,0.1
Karnataka,Total,Person,management,0.3
Karnataka,Total,Person,medicine,0.4
Karnataka,Total,Person,others*,0.9
Karnataka,Total,Person,science,3.7
Karnataka,Total,Person,up to X,76.4
Karnataka,Urban,Female,all (incl. n.r.),100
Karnataka,Urban,Female,commerce,7.2
Karnataka,Urban,Female,courses from ITI/ recognised vocational institutes,0.4
Karnataka,Urban,Female,engineering,5
Karnataka,Urban,Female,humanities,7.2
Karnataka,Urban,Female,IT/ computer courses,0.5
Karnataka,Urban,Female,law,0.2
Karnataka,Urban,Female,management,0.6
Karnataka,Urban,Female,medicine,0.6
Karnataka,Urban,Female,others*,1
Karnataka,Urban,Female,science,7.4
Karnataka,Urban,Female,up to X,70
Karnataka,Urban,Male,all (incl. n.r.),100
Karnataka,Urban,Male,commerce,7
Karnataka,Urban,Male,courses from ITI/ recognised vocational institutes,1.8
Karnataka,Urban,Male,engineering,8.9
Karnataka,Urban,Male,humanities,2.9
Karnataka,Urban,Male,IT/ computer courses,0.3
Karnataka,Urban,Male,law,0
Karnataka,Urban,Male,management,0.9
Karnataka,Urban,Male,medicine,0.7
Karnataka,Urban,Male,others*,1.7
Karnataka,Urban,Male,science,6.1
Karnataka,Urban,Male,up to X,69.7
Karnataka,Urban,Person,all (incl. n.r.),100
Karnataka,Urban,Person,commerce,7.1
Karnataka,Urban,Person,courses from ITI/ recognised vocational institutes,1.2
Karnataka,Urban,Person,engineering,7.1
Karnataka,Urban,Person,humanities,4.8
Karnataka,Urban,Person,IT/ computer courses,0.4
Karnataka,Urban,Person,law,0.1
Karnataka,Urban,Person,management,0.7
Karnataka,Urban,Person,medicine,0.7
Karnataka,Urban,Person,others*,1.4
Karnataka,Urban,Person,science,6.7
Karnataka,Urban,Person,up to X,69.9
Goa,Rural,Female,all (incl. n.r.),100
Goa,Rural,Female,commerce,6.3
Goa,Rural,Female,courses from ITI/ recognised vocational institutes,1.6
Goa,Rural,Female,engineering,0.9
Goa,Rural,Female,humanities,1.7
Goa,Rural,Female,IT/ computer courses,0
Goa,Rural,Female,law,0
Goa,Rural,Female,management,0
Goa,Rural,Female,medicine,0.6
Goa,Rural,Female,others*,0.3
Goa,Rural,Female,science,5.3
Goa,Rural,Female,up to X,83.4
Goa,Rural,Male,all (incl. n.r.),100
Goa,Rural,Male,commerce,9.3
Goa,Rural,Male,courses from ITI/ recognised vocational institutes,15.5
Goa,Rural,Male,engineering,2.7
Goa,Rural,Male,humanities,1.9
Goa,Rural,Male,IT/ computer courses,0
Goa,Rural,Male,law,1.2
Goa,Rural,Male,management,0
Goa,Rural,Male,medicine,0
Goa,Rural,Male,others*,0.3
Goa,Rural,Male,science,0.6
Goa,Rural,Male,up to X,68.4
Goa,Rural,Person,all (incl. n.r.),100
Goa,Rural,Person,commerce,7.5
Goa,Rural,Person,courses from ITI/ recognised vocational institutes,7.2
Goa,Rural,Person,engineering,1.6
Goa,Rural,Person,humanities,1.8
Goa,Rural,Person,IT/ computer courses,0
Goa,Rural,Person,law,0.5
Goa,Rural,Person,management,0
Goa,Rural,Person,medicine,0.3
Goa,Rural,Person,others*,0.3
Goa,Rural,Person,science,3.4
Goa,Rural,Person,up to X,77.4
Goa,Total,Female,all (incl. n.r.),100
Goa,Total,Female,commerce,9.4
Goa,Total,Female,courses from ITI/ recognised vocational institutes,1.3
Goa,Total,Female,engineering,1.9
Goa,Total,Female,humanities,1.4
Goa,Total,Female,IT/ computer courses,0.2
Goa,Total,Female,law,0.1
Goa,Total,Female,management,0
Goa,Total,Female,medicine,0.5
Goa,Total,Female,others*,2.8
Goa,Total,Female,science,5.4
Goa,Total,Female,up to X,76.9
Goa,Total,Male,all (incl. n.r.),100
Goa,Total,Male,commerce,11.5
Goa,Total,Male,courses from ITI/ recognised vocational institutes,6.6
Goa,Total,Male,engineering,2.9
Goa,Total,Male,humanities,2
Goa,Total,Male,IT/ computer courses,0.1
Goa,Total,Male,law,0.3
Goa,Total,Male,management,0.2
Goa,Total,Male,medicine,0.5
Goa,Total,Male,others*,0.9
Goa,Total,Male,science,4.2
Goa,Total,Male,up to X,70.9
Goa,Total,Person,all (incl. n.r.),100
Goa,Total,Person,commerce,10.5
Goa,Total,Person,courses from ITI/ recognised vocational institutes,4.1
Goa,Total,Person,engineering,2.5
Goa,Total,Person,humanities,1.7
Goa,Total,Person,IT/ computer courses,0.1
Goa,Total,Person,law,0.2
Goa,Total,Person,management,0.1
Goa,Total,Person,medicine,0.5
Goa,Total,Person,others*,1.8
Goa,Total,Person,science,4.8
Goa,Total,Person,up to X,73.7
Goa,Urban,Female,all (incl. n.r.),100
Goa,Urban,Female,commerce,11.7
Goa,Urban,Female,courses from ITI/ recognised vocational institutes,1
Goa,Urban,Female,engineering,2.7
Goa,Urban,Female,humanities,1.2
Goa,Urban,Female,IT/ computer courses,0.3
Goa,Urban,Female,law,0.3
Goa,Urban,Female,management,0
Goa,Urban,Female,medicine,0.5
Goa,Urban,Female,others*,4.7
Goa,Urban,Female,science,5.5
Goa,Urban,Female,up to X,72.1
Goa,Urban,Male,all (incl. n.r.),100
Goa,Urban,Male,commerce,12.2
Goa,Urban,Male,courses from ITI/ recognised vocational institutes,3.6
Goa,Urban,Male,engineering,3
Goa,Urban,Male,humanities,2.1
Goa,Urban,Male,IT/ computer courses,0.1
Goa,Urban,Male,law,0.1
Goa,Urban,Male,management,0.2
Goa,Urban,Male,medicine,0.6
Goa,Urban,Male,others*,1.1
Goa,Urban,Male,science,5.4
Goa,Urban,Male,up to X,71.8
Goa,Urban,Person,all (incl. n.r.),100
Goa,Urban,Person,commerce,12
Goa,Urban,Person,courses from ITI/ recognised vocational institutes,2.6
Goa,Urban,Person,engineering,2.9
Goa,Urban,Person,humanities,1.7
Goa,Urban,Person,IT/ computer courses,0.2
Goa,Urban,Person,law,0.1
Goa,Urban,Person,management,0.1
Goa,Urban,Person,medicine,0.6
Goa,Urban,Person,others*,2.5
Goa,Urban,Person,science,5.4
Goa,Urban,Person,up to X,71.9
Lakshadweep,Rural,Female,all (incl. n.r.),100
Lakshadweep,Rural,Female,commerce,0
Lakshadweep,Rural,Female,courses from ITI/ recognised vocational institutes,0
Lakshadweep,Rural,Female,engineering,0
Lakshadweep,Rural,Female,humanities,5.8
Lakshadweep,Rural,Female,IT/ computer courses,0
Lakshadweep,Rural,Female,law,0
Lakshadweep,Rural,Female,management,0
Lakshadweep,Rural,Female,medicine,0
Lakshadweep,Rural,Female,others*,0
Lakshadweep,Rural,Female,science,0.8
Lakshadweep,Rural,Female,up to X,93.4
Lakshadweep,Rural,Male,all (incl. n.r.),100
Lakshadweep,Rural,Male,commerce,8.4
Lakshadweep,Rural,Male,courses from ITI/ recognised vocational institutes,0
Lakshadweep,Rural,Male,engineering,0
Lakshadweep,Rural,Male,humanities,0.3
Lakshadweep,Rural,Male,IT/ computer courses,0
Lakshadweep,Rural,Male,law,0
Lakshadweep,Rural,Male,management,0
Lakshadweep,Rural,Male,medicine,0
Lakshadweep,Rural,Male,others*,0
Lakshadweep,Rural,Male,science,8.7
Lakshadweep,Rural,Male,up to X,82.6
Lakshadweep,Rural,Person,all (incl. n.r.),100
Lakshadweep,Rural,Person,commerce,2.2
Lakshadweep,Rural,Person,courses from ITI/ recognised vocational institutes,0
Lakshadweep,Rural,Person,engineering,0
Lakshadweep,Rural,Person,humanities,4.4
Lakshadweep,Rural,Person,IT/ computer courses,0
Lakshadweep,Rural,Person,law,0
Lakshadweep,Rural,Person,management,0
Lakshadweep,Rural,Person,medicine,0
Lakshadweep,Rural,Person,others*,0
Lakshadweep,Rural,Person,science,2.8
Lakshadweep,Rural,Person,up to X,90.6
Lakshadweep,Total,Female,all (incl. n.r.),100
Lakshadweep,Total,Female,commerce,2.8
Lakshadweep,Total,Female,courses from ITI/ recognised vocational institutes,1.3
Lakshadweep,Total,Female,engineering,0
Lakshadweep,Total,Female,humanities,6.1
Lakshadweep,Total,Female,IT/ computer courses,0.2
Lakshadweep,Total,Female,law,0
Lakshadweep,Total,Female,management,0
Lakshadweep,Total,Female,medicine,0
Lakshadweep,Total,Female,others*,0.2
Lakshadweep,Total,Female,science,10.2
Lakshadweep,Total,Female,up to X,79.2
Lakshadweep,Total,Male,all (incl. n.r.),100
Lakshadweep,Total,Male,commerce,1.6
Lakshadweep,Total,Male,courses from ITI/ recognised vocational institutes,0.5
Lakshadweep,Total,Male,engineering,0
Lakshadweep,Total,Male,humanities,0.1
Lakshadweep,Total,Male,IT/ computer courses,0
Lakshadweep,Total,Male,law,0
Lakshadweep,Total,Male,management,0
Lakshadweep,Total,Male,medicine,0
Lakshadweep,Total,Male,others*,0
Lakshadweep,Total,Male,science,2.8
Lakshadweep,Total,Male,up to X,95.1
Lakshadweep,Total,Person,all (incl. n.r.),100
Lakshadweep,Total,Person,commerce,2.2
Lakshadweep,Total,Person,courses from ITI/ recognised vocational institutes,0.9
Lakshadweep,Total,Person,engineering,0
Lakshadweep,Total,Person,humanities,3.2
Lakshadweep,Total,Person,IT/ computer courses,0.1
Lakshadweep,Total,Person,law,0
Lakshadweep,Total,Person,management,0
Lakshadweep,Total,Person,medicine,0
Lakshadweep,Total,Person,others*,0.1
Lakshadweep,Total,Person,science,6.7
Lakshadweep,Total,Person,up to X,86.8
Lakshadweep,Urban,Female,all (incl. n.r.),100
Lakshadweep,Urban,Female,commerce,5
Lakshadweep,Urban,Female,courses from ITI/ recognised vocational institutes,2.3
Lakshadweep,Urban,Female,engineering,0
Lakshadweep,Urban,Female,humanities,6.3
Lakshadweep,Urban,Female,IT/ computer courses,0.4
Lakshadweep,Urban,Female,law,0
Lakshadweep,Urban,Female,management,0
Lakshadweep,Urban,Female,medicine,0
Lakshadweep,Urban,Female,others*,0.4
Lakshadweep,Urban,Female,science,17.3
Lakshadweep,Urban,Female,up to X,68.3
Lakshadweep,Urban,Male,all (incl. n.r.),100
Lakshadweep,Urban,Male,commerce,0.3
Lakshadweep,Urban,Male,courses from ITI/ recognised vocational institutes,0.5
Lakshadweep,Urban,Male,engineering,0
Lakshadweep,Urban,Male,humanities,0
Lakshadweep,Urban,Male,IT/ computer courses,0
Lakshadweep,Urban,Male,law,0
Lakshadweep,Urban,Male,management,0
Lakshadweep,Urban,Male,medicine,0
Lakshadweep,Urban,Male,others*,0
Lakshadweep,Urban,Male,science,1.7
Lakshadweep,Urban,Male,up to X,97.5
Lakshadweep,Urban,Person,all (incl. n.r.),100
Lakshadweep,Urban,Person,commerce,2.3
Lakshadweep,Urban,Person,courses from ITI/ recognised vocational institutes,1.3
Lakshadweep,Urban,Person,engineering,0
Lakshadweep,Urban,Person,humanities,2.7
Lakshadweep,Urban,Person,IT/ computer courses,0.1
Lakshadweep,Urban,Person,law,0
Lakshadweep,Urban,Person,management,0
